"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"its full support#unknown";"1";"1";"1";"its full support";"Q G N";"its#986 full#77 support#324"
"member state latvia#unknown";"1";"1";"1";"member state Latvia";"N N R";"member#157 state#276 latvia#4"
"euro rescue fund#unknown";"1";"1";"1";"Euro rescue fund";"R N N";"euro#398 rescue#90 fund#137"
"historic budget cut#unknown";"1";"1";"1";"historic budget cut";"V N V";"historic#54 budget#373 cut#131"
"a new code#unknown";"1";"1";"1";"a new code";"D G N";"a#7846 new#660 code#13"
"the al-qaeda-linked islamists#unknown";"1";"1";"1";"the al-qaeda-linked islamists";"D G N";"the#22058 al-qaeda-linked#4 islamists#20"
"steps towards democratization#unknown";"1";"1";"1";"step towards democratization";"N P N";"steps#42 towards#98 democratization#3"
"this fresh start#unknown";"1";"1";"1";"this fresh start";"D G N";"this#1212 fresh#48 start#93"
"closer eu links#unknown";"1";"1";"1";"closer EU link";"A R N";"closer#51 eu#1147 links#28"
"such a move#unknown";"0";"1";"5";"such a move";"D D N";"such#243 a#7846 move#108"
"improving school standards#unknown";"0";"1";"2";"improve school standard";"V N N";"improving#11 school#30 standards#29"
"the civil war#unknown";"0";"1";"11";"the civil war";"D G N";"the#22058 civil#79 war#168"
"britain 's future#unknown";"0";"1";"3";"Britain 's future";"R O N";"britain#653 's#3527 future#190"
"the spanish economy#unknown";"0";"1";"2";"the spanish economy";"D G N";"the#22058 spanish#65 economy#284"
"an internal review#unknown";"0";"1";"5";"a internal review";"D G N";"an#1187 internal#20 review#82"
"the whole world#unknown";"0";"1";"8";"the whole world";"D G N";"the#22058 whole#68 world#416"
"current spending maintained#unknown";"0";"1";"2";"current spending maintain";"G N V";"current#83 spending#201 maintained#11"
"of the crisis#unknown";"0";"1";"12";"of the crisis";"P D N";"of#8878 the#22058 crisis#409"
"croatia 's accession#unknown";"0";"1";"2";"Croatia 's accession";"R O N";"croatia#22 's#3527 accession#14"
"a british isolationist#unknown";"0";"1";"2";"a british isolationist";"D G N";"a#7846 british#494 isolationist#2"
"the new supervisor#unknown";"0";"1";"2";"the new supervisor";"D G N";"the#22058 new#660 supervisor#18"
"another grand coalition#unknown";"0";"1";"2";"another grand coalition";"D G N";"another#177 grand#43 coalition#236"
"it will happen#unknown";"0";"1";"5";"it will happen";"Q O V";"it#2302 will#1490 happen#56"
"syria 's opposition#unknown";"0";"1";"6";"Syria 's opposition";"R O N";"syria#324 's#3527 opposition#217"
"joint deposit guarantee#unknown";"0";"1";"3";"joint deposit guarantee";"G N N";"joint#70 deposit#12 guarantee#28"
"working with allies#unknown";"0";"1";"3";"work with ally";"V P N";"working#86 with#2287 allies#114"
"britain to remain#unknown";"0";"1";"5";"Britain to remain";"R P V";"britain#653 to#10910 remain#109"
"car emissions law#unknown";"0";"1";"2";"car emission law";"N N N";"car#16 emissions#9 law#110"
"exchange of information#unknown";"0";"1";"3";"exchange of information";"N P N";"exchange#41 of#8878 information#124"
"a snap election#unknown";"0";"1";"3";"a snap election";"D G N";"a#7846 snap#4 election#348"
"to take action#unknown";"0";"1";"7";"to take action";"P V N";"to#10910 take#261 action#167"
"had been spied#unknown";"0";"1";"2";"have be spy";"V V V";"had#849 been#772 spied#16"
"the minimum wage#unknown";"0";"1";"3";"the minimum wage";"D G N";"the#22058 minimum#27 wage#19"
"the retirement age#unknown";"0";"1";"6";"the retirement age";"D N N";"the#22058 retirement#11 age#29"
"the lisbon treaty#unknown";"0";"1";"5";"the Lisbon Treaty";"D R R";"the#22058 lisbon#12 treaty#68"
"to supply arms#unknown";"0";"1";"2";"to supply arm";"P V N";"to#10910 supply#26 arms#57"
"an eu exit#unknown";"0";"1";"2";"a EU exit";"D R N";"an#1187 eu#1147 exit#84"
"the latest budget proposals#unknown";"1";"2";"2";"the late budget proposal";"D G N N";"the#22058 latest#74 budget#373 proposals#37"
"of india 's interests#unknown";"1";"1";"1";"of India 's interest";"P R O N";"of#8878 india#62 's#3527 interests#54"
"britain ’s long-term interests#unknown";"1";"1";"1";"Britain ’s long-term interest";"R N G N";"britain#653 ’s#663 long-term#31 interests#54"
"further euro zone integration#unknown";"1";"1";"1";"further euro zone integration";"G N N N";"further#168 euro#398 zone#125 integration#50"
"the 1943 cairo declaration#unknown";"1";"1";"1";"the 1943 Cairo Declaration";"D O R R";"the#22058 1943#1 cairo#5 declaration#21"
"france ’s economic performance#unknown";"1";"1";"1";"France ’s economic performance";"R N G N";"france#402 ’s#663 economic#364 performance#14"
"to bridge those differences#unknown";"1";"1";"1";"to bridge those difference";"P V D N";"to#10910 bridge#14 those#233 differences#35"
"hire 60,000 more teachers#unknown";"1";"1";"1";"hire 60,000 more teacher";"V O G N";"hire#4 60,000#4 more#829 teachers#3"
"shatter the glass ceiling#unknown";"1";"1";"1";"shatter the glass ceiling";"V D N N";"shatter#1 the#22058 glass#8 ceiling#12"
"to join the strike#unknown";"1";"1";"1";"to join the strike";"P V D N";"to#10910 join#60 the#22058 strike#83"
"london 's heathrow airport#unknown";"1";"1";"1";"London 's Heathrow airport";"R O R N";"london#252 's#3527 heathrow#7 airport#30"
"british tourism and business#unknown";"1";"1";"1";"british tourism and business";"G N C N";"british#494 tourism#6 and#7541 business#146"
"the politicization of aid#unknown";"1";"1";"1";"the politicization of aid";"D N P N";"the#22058 politicization#1 of#8878 aid#131"
"abandon the syrian people#unknown";"1";"1";"1";"abandon the syrian person";"V D G N";"abandon#9 the#22058 syrian#204 people#607"
"eu data protection pact#unknown";"1";"1";"1";"EU data protection pact";"R O N N";"eu#1147 data#90 protection#36 pact#56"
"ukraine 's european integration#unknown";"1";"1";"1";"Ukraine 's european integration";"R O G N";"ukraine#63 's#3527 european#1239 integration#50"
"' non-european ' pope#unknown";"1";"1";"1";"' non-european ' pope";"O G O G";"'#1043 non-european#5 '#1043 pope#39"
"chancellor merkel ’s visit#unknown";"1";"1";"1";"Chancellor Merkel ’s visit";"R R N V";"chancellor#397 merkel#917 ’s#663 visit#183"
"freedom of religious practice#unknown";"1";"1";"1";"Freedom of religious practice";"R P G N";"freedom#62 of#8878 religious#21 practice#17"
"the negotiations in greece#unknown";"1";"1";"1";"the negotiation in Greece";"D N P R";"the#22058 negotiations#120 in#7630 greece#561"
"the reform of europe#unknown";"1";"1";"1";"the reform of Europe";"D N P R";"the#22058 reform#100 of#8878 europe#879"
"the recent israeli decision#unknown";"1";"1";"1";"the recent israeli decision";"D G G N";"the#22058 recent#117 israeli#51 decision#136"
"the fate of assad#unknown";"1";"1";"1";"the fate of Assad";"D N P R";"the#22058 fate#12 of#8878 assad#147"
"less on budget austerity#unknown";"1";"1";"1";"less on budget austerity";"V A N N";"less#102 on#3632 budget#373 austerity#228"
"iran ’s nuclear program#unknown";"1";"1";"1";"Iran ’s nuclear program";"R N G N";"iran#179 ’s#663 nuclear#143 program#60"
"a new aid programme#unknown";"1";"1";"1";"a new aid programme";"D G N N";"a#7846 new#660 aid#131 programme#100"
"taking a swipe at#unknown";"1";"1";"1";"take a swipe at";"V D N P";"taking#105 a#7846 swipe#3 at#1653"
"news reports claiming otherwise#unknown";"1";"1";"1";"news report claiming otherwise";"N V G A";"news#337 reports#101 claiming#12 otherwise#11"
"giving prisoners the vote#unknown";"1";"1";"1";"give prisoner the vote";"V N D N";"giving#49 prisoners#24 the#22058 vote#280"
"iran ' s willingness#unknown";"1";"1";"1";"Iran ' s willingness";"R O N N";"iran#179 '#1043 s#65 willingness#9"
"attention to small firms#unknown";"1";"1";"1";"attention to small firm";"V P G N";"attention#26 to#10910 small#63 firms#28"
"about an economic slowdown#unknown";"1";"1";"1";"about a economic slowdown";"P D G N";"about#625 an#1187 economic#364 slowdown#5"
"pressure for fresh measures#unknown";"1";"1";"1";"pressure for fresh measure";"N P G N";"pressure#151 for#3531 fresh#48 measures#156"
"dismantle its nuclear programme#unknown";"1";"1";"1";"dismantle its nuclear programme";"V Q G N";"dismantle#1 its#986 nuclear#143 programme#100"
"final wave of austerity#unknown";"1";"1";"1";"final wave of austerity";"G N P G";"final#74 wave#25 of#8878 austerity#228"
"raise the minimum wage#unknown";"1";"1";"1";"raise the minimum wage";"V D G N";"raise#51 the#22058 minimum#27 wage#19"
"of potential trade deals#unknown";"1";"1";"1";"of potential trade deal";"P G N N";"of#8878 potential#61 trade#224 deals#22"
"their change of heart#unknown";"1";"1";"1";"their change of heart";"Q N P N";"their#749 change#121 of#8878 heart#31"
"demands to leave office#unknown";"1";"1";"1";"demand to leave office";"N P V N";"demands#45 to#10910 leave#87 office#149"
"loans to the country#unknown";"1";"1";"1";"loan to the country";"N P D N";"loans#47 to#10910 the#22058 country#536"
"begin implementing the decisions#unknown";"1";"1";"1";"begin implement the decision";"V V D N";"begin#32 implementing#10 the#22058 decisions#70"
"economic and military backers#unknown";"1";"1";"1";"economic and military backer";"G C G N";"economic#364 and#7541 military#252 backers#6"
"environmentalists and activist groups#unknown";"1";"1";"1";"environmentalist and activist group";"N C N N";"environmentalists#3 and#7541 activist#17 groups#52"
"rutte 's governing coalition#unknown";"1";"1";"1";"Rutte 's govern coalition";"R O V N";"rutte#51 's#3527 governing#17 coalition#236"
"risky british referendum promise#unknown";"1";"1";"1";"risky british referendum promise";"G G N N";"risky#6 british#494 referendum#216 promise#38"
"socialist president françois hollande#unknown";"1";"1";"1";"Socialist President François Hollande";"R R R R";"socialist#80 president#738 françois#40 hollande#413"
"a united nations investigation#unknown";"1";"1";"1";"a United Nations investigation";"D R R N";"a#7846 united#268 nations#130 investigation#45"
"would be given priority#unknown";"1";"1";"1";"would be give priority";"O V V N";"would#1189 be#1961 given#104 priority#25"
"the vast political project#unknown";"1";"1";"1";"the vast political project";"D G G N";"the#22058 vast#19 political#362 project#48"
"a full body swimsuit#unknown";"1";"1";"1";"a full body swimsuit";"D G N N";"a#7846 full#77 body#32 swimsuit#1"
"any new employment-boosting measures#unknown";"1";"1";"1";"any new employment-boosting measure";"D G N N";"any#338 new#660 employment-boosting#1 measures#156"
"stepping up china-germany cooperation#unknown";"1";"1";"1";"step up China-Germany cooperation";"V O R N";"stepping#3 up#680 china-germany#5 cooperation#60"
"the change in fortune#unknown";"1";"1";"1";"the change in fortune";"D N P N";"the#22058 change#121 in#7630 fortune#3"
"greek euro exit plans#unknown";"1";"1";"1";"greek euro exit plan";"G N N N";"greek#231 euro#398 exit#84 plans#127"
"this will help us#unknown";"1";"1";"1";"this will help us";"D O V Q";"this#1212 will#1490 help#194 us#682"
"a series of actions#unknown";"1";"1";"1";"a series of action";"D N P N";"a#7846 series#36 of#8878 actions#22"
"the crisis in algeria#unknown";"0";"1";"2";"the crisis in Algeria";"D N P R";"the#22058 crisis#409 in#7630 algeria#36"
"german leader angela merkel#unknown";"0";"1";"2";"german leader Angela Merkel";"G N R R";"german#655 leader#294 angela#332 merkel#917"
"the european union summit#unknown";"0";"1";"5";"the European Union summit";"D R R N";"the#22058 european#1239 union#484 summit#332"
"the lifting of sanctions#unknown";"0";"1";"6";"the lifting of sanction";"D N P N";"the#22058 lifting#15 of#8878 sanctions#91"
"retreat from the world#unknown";"0";"1";"2";"retreat from the world";"N P D N";"retreat#10 from#1552 the#22058 world#416"
"the waters off somalia#unknown";"0";"1";"3";"the water off somalia";"D N A N";"the#22058 waters#9 off#154 somalia#57"
"to arm the rebels#unknown";"0";"1";"3";"to arm the rebel";"P V D N";"to#10910 arm#18 the#22058 rebels#96"
"among national bank-resolution authorities#unknown";"0";"1";"2";"among national bank-resolution authority";"P G N N";"among#146 national#307 bank-resolution#4 authorities#77"
"imf head christine lagarde#unknown";"0";"1";"3";"IMF head Christine Lagarde";"R V R R";"imf#76 head#146 christine#13 lagarde#15"
"a series of measures#unknown";"0";"1";"2";"a series of measure";"D N P N";"a#7846 series#36 of#8878 measures#156"
"for the whole world#unknown";"0";"1";"2";"for the whole world";"P D G N";"for#3531 the#22058 whole#68 world#416"
"strong uk voice in eu#unknown";"1";"1";"1";"strong UK voice in EU";"G N N P R";"strong#115 uk#447 voice#20 in#7630 eu#1147"
"state department spokesman patrick ventrell#unknown";"1";"1";"1";"State Department spokesman Patrick Ventrell";"R R N R R";"state#276 department#46 spokesman#132 patrick#15 ventrell#4"
"her bid to be exempted#unknown";"1";"1";"1";"her bid to be exempt";"Q N P V V";"her#523 bid#38 to#10910 be#1961 exempted#3"
"the u.s. position on syria#unknown";"1";"1";"1";"the U.S. position on Syria";"D R N P R";"the#22058 u.s.#274 position#92 on#3632 syria#324"
"to any request for information#unknown";"1";"1";"1";"to any request for information";"P D N P N";"to#10910 any#338 request#38 for#3531 information#124"
"relax portugal 's deficit targets#unknown";"1";"1";"1";"relax Portugal 's deficit target";"V R O N V";"relax#4 portugal#49 's#3527 deficit#65 targets#47"
"bring the enabling legislation forward#unknown";"1";"1";"1";"bring the enable legislation forward";"V D V N A";"bring#68 the#22058 enabling#8 legislation#54 forward#67"
"the eurozone ’s bailout policies#unknown";"1";"1";"1";"the eurozone ’s bailout policy";"D N V N N";"the#22058 eurozone#450 ’s#663 bailout#221 policies#92"
"to put something in place#unknown";"1";"1";"1";"to put something in place";"P V N P N";"to#10910 put#189 something#73 in#7630 place#160"
"greece staying in the eurozone#unknown";"1";"1";"1";"Greece staying in the eurozone";"R N P D N";"greece#561 staying#16 in#7630 the#22058 eurozone#450"
"to be offered a carpet#unknown";"1";"1";"1";"to be offer a carpet";"P V V D N";"to#10910 be#1961 offered#39 a#7846 carpet#14"
"remain a strong industrial location#unknown";"1";"1";"1";"remain a strong industrial location";"V D G G N";"remain#109 a#7846 strong#115 industrial#29 location#6"
"more emphasis on economic growth#unknown";"1";"1";"1";"more emphasis on economic growth";"G N P G N";"more#829 emphasis#5 on#3632 economic#364 growth#234"
"the “ pro-bailout ” camp#unknown";"1";"1";"1";"the “ pro-bailout ” camp";"D G G N N";"the#22058 “#773 pro-bailout#11 ”#792 camp#50"
"the announcement of the result#unknown";"1";"1";"1";"the announcement of the result";"D N P D N";"the#22058 announcement#30 of#8878 the#22058 result#99"
"put pressure on mr assad#unknown";"1";"1";"1";"put pressure on Mr Assad";"V N P R R";"put#189 pressure#151 on#3632 mr#706 assad#147"
"a handful of top aides#unknown";"1";"1";"1";"a handful of top aide";"D N P G N";"a#7846 handful#3 of#8878 top#180 aides#12"
"to make the new cuts#unknown";"1";"1";"1";"to make the new cut";"P V D G N";"to#10910 make#271 the#22058 new#660 cuts#141"
"the resulting lack of access#unknown";"1";"1";"1";"the resulting lack of access";"D G N P N";"the#22058 resulting#3 lack#35 of#8878 access#47"
"the single currency 's downtrend#unknown";"1";"1";"1";"the single currency 's downtrend";"D G N O N";"the#22058 single#112 currency#111 's#3527 downtrend#1"
"under mr cameron ’s leadership#unknown";"1";"1";"1";"under Mr Cameron ’s leadership";"P R R V N";"under#264 mr#706 cameron#975 ’s#663 leadership#41"
"to preserve the united kingdom#unknown";"1";"1";"1";"to preserve the United Kingdom";"P V D R R";"to#10910 preserve#7 the#22058 united#268 kingdom#48"
"europe 's major stock markets#unknown";"1";"1";"1";"Europe 's major stock market";"R O G N N";"europe#879 's#3527 major#105 stock#29 markets#130"
"about the outlook for greece#unknown";"1";"1";"1";"about the outlook for Greece";"P D N P R";"about#625 the#22058 outlook#14 for#3531 greece#561"
"an appeal by abu qatada#unknown";"1";"1";"1";"a appeal by Abu Qatada";"D N P R R";"an#1187 appeal#27 by#1829 abu#30 qatada#5"
"the effectiveness of military action#unknown";"1";"1";"1";"the effectiveness of military action";"D N P G N";"the#22058 effectiveness#2 of#8878 military#252 action#167"
"other products made by comigel#unknown";"1";"1";"1";"other product make by Comigel";"G N V P R";"other#481 products#54 made#276 by#1829 comigel#8"
"failing banks in the past#unknown";"1";"1";"1";"fail bank in the past";"V N P D N";"failing#22 banks#234 in#7630 the#22058 past#126"
"investor confidence in european banks#unknown";"1";"1";"1";"investor confidence in european bank";"N N P G N";"investor#9 confidence#48 in#7630 european#1239 banks#234"
"growing “ eurosceptic ” calls#unknown";"1";"1";"1";"grow “ eurosceptic ” call";"V G G N V";"growing#81 “#773 eurosceptic#28 ”#792 calls#85"
"their removal from the uk#unknown";"1";"1";"1";"their removal from the UK";"Q N P D R";"their#749 removal#11 from#1552 the#22058 uk#447"
"the russian and chinese vetoes#unknown";"1";"1";"1";"the Russian and Chinese veto";"D R C R N";"the#22058 russian#94 and#7541 chinese#95 vetoes#6"
"calls for greater eu integration#unknown";"1";"1";"1";"calls for greater EU integration";"N P G R N";"calls#85 for#3531 greater#62 eu#1147 integration#50"
"to learn of his death#unknown";"1";"1";"1";"to learn of his death";"P V P Q N";"to#10910 learn#14 of#8878 his#1222 death#30"
"a change in the rules#unknown";"1";"1";"1";"a change in the rule";"D N P D N";"a#7846 change#121 in#7630 the#22058 rules#86"
"indications from the syrian authorities#unknown";"1";"1";"1";"indication from the syrian authority";"N P D G N";"indications#3 from#1552 the#22058 syrian#204 authorities#77"
"on cutting its budget deficit#unknown";"1";"1";"1";"on cut its budget deficit";"P V Q N N";"on#3632 cutting#32 its#986 budget#373 deficit#65"
"any caps on bank bonuses#unknown";"1";"1";"1";"any cap on bank bonus";"D N P N N";"any#338 caps#3 on#3632 bank#296 bonuses#11"
"the security threat from extremists#unknown";"1";"1";"1";"the security threat from extremist";"D N N P N";"the#22058 security#239 threat#58 from#1552 extremists#16"
"the civil war in syria#unknown";"0";"1";"2";"the civil war in Syria";"D G N P R";"the#22058 civil#79 war#168 in#7630 syria#324"
"the european solar panel market#unknown";"0";"1";"2";"the european solar panel market";"D G G N N";"the#22058 european#1239 solar#48 panel#31 market#127"
"a better deal for britain#unknown";"0";"1";"2";"a good deal for Britain";"D G N P R";"a#7846 better#68 deal#366 for#3531 britain#653"
"a rebate of their own#unknown";"0";"1";"2";"a rebate of their own";"D N P Q G";"a#7846 rebate#35 of#8878 their#749 own#209"
"about terrorist and extremist elements#unknown";"0";"1";"2";"about terrorist and extremist element";"P G C G N";"about#625 terrorist#44 and#7541 extremist#11 elements#7"
"british prime minister david cameron#unknown";"0";"1";"72";"British Prime Minister David Cameron";"R R R R R";"british#494 prime#633 minister#930 david#424 cameron#975"
"to pull up the drawbridge#unknown";"0";"1";"2";"to pull up the drawbridge";"P V O D N";"to#10910 pull#32 up#680 the#22058 drawbridge#2"
"a set of intelligence priorities#unknown";"0";"1";"2";"a set of intelligence priority";"D N P N N";"a#7846 set#180 of#8878 intelligence#223 priorities#15"
"a real-terms cut in eu spending#unknown";"1";"1";"1";"a real-terms cut in EU spending";"D G N P R N";"a#7846 real-terms#13 cut#131 in#7630 eu#1147 spending#201"
"talk of early election over ert#unknown";"1";"1";"1";"talk of early election over ERT";"N P G N P R";"talk#42 of#8878 early#97 election#348 over#671 ert#11"
"the interests of the two countries#unknown";"1";"1";"1";"the interest of the two country";"D N P D O N";"the#22058 interests#54 of#8878 the#22058 two#399 countries#420"
"the economic priorities of the summit#unknown";"1";"1";"1";"the economic priority of the summit";"D G N P D N";"the#22058 economic#364 priorities#15 of#8878 the#22058 summit#332"
"the president 's pivot to moscow#unknown";"1";"1";"1";"the president 's pivot to Moscow";"D N O N P R";"the#22058 president#738 's#3527 pivot#1 to#10910 moscow#56"
"every joke he has made since#unknown";"1";"1";"1";"every joke he have make since";"D N Q V V A";"every#110 joke#8 he#2238 has#1697 made#276 since#284"
"a small real-terms rise in spending#unknown";"1";"1";"1";"a small real-terms rise in spending";"D G N V P N";"a#7846 small#63 real-terms#13 rise#61 in#7630 spending#201"
"the socialist party 's best hope#unknown";"1";"1";"1";"the socialist party 's good hope";"D G N O G N";"the#22058 socialist#80 party#543 's#3527 best#69 hope#91"
"the dykes will withstand the pressure#unknown";"1";"1";"1";"the dyke will withstand the pressure";"D N O V D N";"the#22058 dykes#5 will#1490 withstand#2 the#22058 pressure#151"
"a referendum to decide the issue#unknown";"1";"1";"1";"a referendum to decide the issue";"D N P V D N";"a#7846 referendum#216 to#10910 decide#44 the#22058 issue#152"
"royal head of bahrain olympic committee#unknown";"1";"1";"1";"royal head of Bahrain Olympic committee";"G N P R R N";"royal#63 head#146 of#8878 bahrain#13 olympic#49 committee#74"
"a foreign nation has unlimited access#unknown";"1";"1";"1";"a foreign nation have unlimited access";"D G N V G N";"a#7846 foreign#344 nation#72 has#1697 unlimited#6 access#47"
"to be watchful for the dangers#unknown";"1";"1";"1";"to be watchful for the danger";"P V G P D N";"to#10910 be#1961 watchful#2 for#3531 the#22058 dangers#9"
"conservative mp mark reckless ’s amendment#unknown";"1";"1";"1";"Conservative MP Mark reckless ’s amendment";"R R R G N N";"conservative#186 mp#50 mark#56 reckless#9 ’s#663 amendment#8"
"britain 's exit from the eu#unknown";"1";"1";"1";"Britain 's exit from the EU";"R O N P D R";"britain#653 's#3527 exit#84 from#1552 the#22058 eu#1147"
"to bring the net flow down#unknown";"1";"1";"1";"to bring the net flow down";"P V D N N A";"to#10910 bring#68 the#22058 net#39 flow#11 down#253"
"uk in eu ' outer tier#unknown";"1";"1";"1";"UK in EU ' outer tier";"R P R O G N";"uk#447 in#7630 eu#1147 '#1043 outer#4 tier#6"
"tensions over iran ’s nuclear program#unknown";"1";"1";"1";"tension over Iran ’s nuclear program";"N P R N G N";"tensions#44 over#671 iran#179 ’s#663 nuclear#143 program#60"
"thatcher 's ' extraordinary legacy '#unknown";"1";"1";"1";"Thatcher 's ' extraordinary legacy '";"R O O G N O";"thatcher#196 's#3527 '#1043 extraordinary#15 legacy#14 '#1043"
"its support for syria 's opposition#unknown";"1";"1";"1";"its support for Syria 's opposition";"Q N P R O N";"its#986 support#324 for#3531 syria#324 's#3527 opposition#217"
"eu monitors on gibraltar 's border#unknown";"1";"1";"1";"EU monitor on Gibraltar 's border";"R N P R O N";"eu#1147 monitors#2 on#3632 gibraltar#6 's#3527 border#31"
"the leaders of the european union#unknown";"0";"1";"2";"the leader of the European Union";"D N P D R R";"the#22058 leaders#522 of#8878 the#22058 european#1239 union#484"
"friends to spy on each other#unknown";"0";"1";"2";"friend to spy on each other";"N P V P D G";"friends#42 to#10910 spy#48 on#3632 each#119 other#481"
"britain to remain an active member#unknown";"0";"1";"2";"Britain to remain a active member";"R P V D G N";"britain#653 to#10910 remain#109 an#1187 active#14 member#157"
"to eavesdrop on an allied leader#unknown";"0";"1";"3";"to eavesdrop on a allied leader";"P V P D G N";"to#10910 eavesdrop#5 on#3632 an#1187 allied#22 leader#294"
"living up to the crimes of history#unknown";"1";"1";"1";"live up to the crime of history";"V O P D N P N";"living#24 up#680 to#10910 the#22058 crimes#12 of#8878 history#73"
"project of pulling ukraine closer to europe#unknown";"1";"1";"1";"project of pull Ukraine closer to Europe";"N P V R A P R";"project#48 of#8878 pulling#8 ukraine#63 closer#51 to#10910 europe#879"
"the new supervisor was an important step#unknown";"1";"1";"1";"the new supervisor be a important step";"D G N V D G N";"the#22058 new#660 supervisor#18 was#1830 an#1187 important#123 step#83"
"to be part of things over here#unknown";"1";"1";"1";"to be part of thing over here";"P V N P N O A";"to#10910 be#1961 part#179 of#8878 things#78 over#671 here#117"
"potential disruption to transport and power supplies#unknown";"1";"1";"1";"potential disruption to transport and power supply";"G N P V C V N";"potential#61 disruption#9 to#10910 transport#18 and#7541 power#149 supplies#25"
"to ignore growing “ eurosceptic ” calls#unknown";"1";"1";"1";"to ignore grow “ eurosceptic ” call";"P V V G G N V";"to#10910 ignore#9 growing#81 “#773 eurosceptic#28 ”#792 calls#85"
"the launch of the permanent bailout fund#unknown";"1";"1";"1";"the launch of the permanent bailout fund";"D N P D G N N";"the#22058 launch#29 of#8878 the#22058 permanent#33 bailout#221 fund#137"
"eu free trade deal in china visit#unknown";"1";"1";"1";"EU free trade deal in China visit";"R G N N P R V";"eu#1147 free#109 trade#224 deal#366 in#7630 china#218 visit#183"
"a state visit to the united states#unknown";"1";"1";"1";"a state visit to the United States";"D N N P D R R";"a#7846 state#276 visit#183 to#10910 the#22058 united#268 states#311"
"the deal the uk has with europe#unknown";"1";"1";"1";"the deal the UK have with Europe";"D N D R V P R";"the#22058 deal#366 the#22058 uk#447 has#1697 with#2287 europe#879"
"the idea of a majority without grillo#unknown";"1";"1";"1";"the idea of a majority without Grillo";"D N P D N P R";"the#22058 idea#69 of#8878 a#7846 majority#104 without#153 grillo#16"
"the homes of clients of credit suisse#unknown";"1";"1";"1";"the home of client of Credit Suisse";"D N P N P R R";"the#22058 homes#17 of#8878 clients#10 of#8878 credit#42 suisse#8"
"to put them back on the table#unknown";"1";"1";"1";"to put them back on the table";"P V Q A P D N";"to#10910 put#189 them#227 back#268 on#3632 the#22058 table#49"
"anything that would imply assad should step down#unknown";"1";"1";"1";"anything that would imply assad should step down";"N O O A V O V A";"anything#47 that#4149 would#1189 imply#2 assad#147 should#352 step#83 down#253"
"the fund could not cope with another bailout#unknown";"1";"1";"1";"the fund can not cope with another bailout";"D N O A V P D N";"the#22058 fund#137 could#536 not#1413 cope#4 with#2287 another#177 bailout#221"
"the lisbon treaty had made a referendum irrelevant#unknown";"1";"1";"1";"the Lisbon Treaty have make a referendum irrelevant";"D R R V V D N N";"the#22058 lisbon#12 treaty#68 had#849 made#276 a#7846 referendum#216 irrelevant#6"
"its opposition to expanding london 's heathrow airport#unknown";"1";"1";"1";"its opposition to expand London 's Heathrow airport";"Q N P V R O R N";"its#986 opposition#217 to#10910 expanding#9 london#252 's#3527 heathrow#7 airport#30"
"the spanish economy had fallen back into recession#unknown";"1";"1";"1";"the spanish economy have fall back into recession";"D G N V V A P N";"the#22058 spanish#65 economy#284 had#849 fallen#12 back#268 into#406 recession#84"
"to let a un team into the country#unknown";"1";"1";"1";"to let a UN team into the country";"P V D R N P D N";"to#10910 let#77 a#7846 un#116 team#52 into#406 the#22058 country#536"
"to have one of their own in power#unknown";"1";"1";"1";"to have one of their own in power";"P V O P Q G P N";"to#10910 have#1551 one#543 of#8878 their#749 own#209 in#7630 power#149"
"the idea that his fellow citizens are panicking#unknown";"1";"1";"1";"the idea that his fellow citizen be panic";"D N P Q G N V V";"the#22058 idea#69 that#4149 his#1222 fellow#25 citizens#96 are#1461 panicking#1"
"its outlook for the uk 's coveted rating#unknown";"1";"1";"1";"its outlook for the UK 's coveted rating";"Q N P D R O G N";"its#986 outlook#14 for#3531 the#22058 uk#447 's#3527 coveted#1 rating#14"
"the prospect of a second link-up with merkel#unknown";"1";"1";"1";"the prospect of a 2 link-up with Merkel";"D N P D G N P R";"the#22058 prospect#34 of#8878 a#7846 second#150 link-up#1 with#2287 merkel#917"
"the positions of russia and the west on syria#unknown";"1";"1";"1";"the position of Russia and the West on Syria";"D N P R C D R P R";"the#22058 positions#23 of#8878 russia#191 and#7541 the#22058 west#77 on#3632 syria#324"
"the two countries from agreeing a postwar peace accord#unknown";"1";"1";"1";"the two country from agree a postwar peace accord";"D O N P V D G N N";"the#22058 two#399 countries#420 from#1552 agreeing#30 a#7846 postwar#5 peace#98 accord#14"
"spain may not be able to pay off its debts#unknown";"1";"1";"1";"Spain may not be able to pay off its debt";"R O A V G P V A Q N";"spain#239 may#366 not#1413 be#1961 able#99 to#10910 pay#102 off#154 its#986 debts#30"
"a show of unity over the civil war in syria#unknown";"1";"1";"1";"a show of unity over the civil war in Syria";"D N P N P D G N P R";"a#7846 show#83 of#8878 unity#24 over#671 the#22058 civil#79 war#168 in#7630 syria#324"
"more work remains to restore investor confidence in european banks#unknown";"1";"1";"1";"more work remain to restore investor confidence in european bank";"G N V P V N N P G N";"more#829 work#171 remains#47 to#10910 restore#26 investor#9 confidence#48 in#7630 european#1239 banks#234"
