"target#aspect";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"de duitse economie#unknown";"0";"1";"7";"de Duits economie";"D G N";"de#10786 duitse#581 economie#142"
"bezoek van de bondskanselier#unknown";"1";"1";"1";"bezoek van de bondskanselier";"N P D N";"bezoek#63 van#4780 de#10786 bondskanselier#364"
"meer aandacht wordt geschonken#unknown";"1";"1";"1";"meer aandacht worden schenken";"A N V V";"meer#506 aandacht#15 wordt#290 geschonken#1"
"het stijgende aantal slachtoffers#unknown";"1";"1";"1";"het stijgen aantal slachtoffer";"D V N N";"het#3561 stijgende#4 aantal#60 slachtoffers#5"
"dat salmond zich beperkt#unknown";"1";"1";"1";"dat Salmond zich beperken";"D O Q V";"dat#2377 salmond#5 zich#317 beperkt#11"
"invoering van een bankenunie#unknown";"1";"1";"1";"invoering van een bankenunie";"N P D O";"invoering#35 van#4780 een#3166 bankenunie#13"
"verdere politieke integratie europa#unknown";"1";"1";"1";"ver|verder politiek integratie Europa";"G G N R";"verdere#34 politieke#148 integratie#49 europa#850"
"de argumenten van cameron#unknown";"1";"1";"1";"de argument van Cameron";"D N P O";"de#10786 argumenten#3 van#4780 cameron#438"
"de opmerkingen van merkel#unknown";"1";"1";"1";"de opmerking van Merkel";"D N P O";"de#10786 opmerkingen#10 van#4780 merkel#1037"
"als engeland zou vertrekken#unknown";"1";"1";"1";"als Engeland zullen vertrekken";"C R V V";"als#636 engeland#11 zou#297 vertrekken#5"
"strengere controle op banken#unknown";"1";"1";"1";"streng controle op bank";"G N P N";"strengere#14 controle#14 op#1690 banken#110"
"een meer afgestemd begrotingsbeleid#unknown";"1";"1";"1";"een meer afstemmen begrotingsbeleid";"D A V O";"een#3166 meer#506 afgestemd#1 begrotingsbeleid#4"
"de kredietlijn naar griekenland#unknown";"1";"1";"1";"de kredietlijn naar Griekenland";"D O P R";"de#10786 kredietlijn#1 naar#555 griekenland#305"
"stabiliteit van de euro#unknown";"1";"1";"1";"stabiliteit van de euro";"N P D N";"stabiliteit#14 van#4780 de#10786 euro#317"
"de plannen van cameron#unknown";"1";"1";"1";"de plan van Cameron";"D N P O";"de#10786 plannen#36 van#4780 cameron#438"
"een "" werkplan ""#unknown";"1";"1";"1";"een "" werkplan """;"D O N O";"een#3166 ""#1526 werkplan#1 ""#1526"
"de bezuinigingsagenda van merkel#unknown";"1";"1";"1";"de bezuinigingsagenda van Merkel";"D O P O";"de#10786 bezuinigingsagenda#1 van#4780 merkel#1037"
"de fransen weer samenbrengen#unknown";"1";"1";"1";"de Franse|Fransman weer samenbrengen";"D N A V";"de#10786 fransen#40 weer#91 samenbrengen#3"
"regeringssamenwerking met de sociaal-democraten#unknown";"1";"1";"1";"regeringssamenwerking met de sociaal-democraat";"O P D N";"regeringssamenwerking#1 met#1349 de#10786 sociaal-democraten#4"
"het leiderschap van obama#unknown";"1";"1";"1";"het leiderschap van Obama";"D N P O";"het#3561 leiderschap#11 van#4780 obama#168"
"telefoon van merkel aftappen#unknown";"1";"1";"1";"telefoon van Merkel aftappen";"N P O V";"telefoon#23 van#4780 merkel#1037 aftappen#7"
"het idee van begrotingssoberheid#unknown";"1";"1";"1";"het idee van begrotingssoberheid";"D N P O";"het#3561 idee#26 van#4780 begrotingssoberheid#1"
"een betrekkelijk sobere ceremonie#unknown";"1";"1";"1";"een betrekkelijk sober ceremonie";"D G G N";"een#3166 betrekkelijk#1 sobere#9 ceremonie#7"
"een beperkte parlementaire controle#unknown";"0";"1";"2";"een beperkt parlementair controle";"D G G N";"een#3166 beperkte#4 parlementaire#4 controle#14"
"de herverkiezingen van obama#unknown";"0";"1";"4";"de herverkiezing van Obama";"D N P O";"de#10786 herverkiezingen#5 van#4780 obama#168"
"nauw samen te werken#unknown";"0";"1";"2";"nauw samen te werken";"N A O V";"nauw#16 samen#150 te#1760 werken#47"
"oplossingen voor de crisis#unknown";"0";"1";"2";"oplossing voor de crisis";"N P D N";"oplossingen#22 voor#1627 de#10786 crisis#140"
"geweld in syrië stopt#unknown";"0";"1";"2";"wellen in Syrië stoppen";"V P R V";"geweld#11 in#3216 syrië#80 stopt#4"
"berlusconi ' s opmerkingen#unknown";"0";"1";"2";"Berlusconi ' s opmerking";"O O N N";"berlusconi#17 '#1990 s#111 opmerkingen#10"
"het voorstel van merkel#unknown";"0";"1";"2";"het voorstel van Merkel";"D N P O";"het#3561 voorstel#46 van#4780 merkel#1037"
"aanpak van de betogers#unknown";"0";"1";"2";"aanpak van de betoger";"N P D N";"aanpak#18 van#4780 de#10786 betogers#13"
"in de euro blijven#unknown";"0";"1";"2";"in de euro blijven";"P D N V";"in#3216 de#10786 euro#317 blijven#130"
"aanval buma op rutte#unknown";"0";"1";"2";"aanvallen buma op Rutte";"V N P O";"aanval#16 buma#38 op#1690 rutte#304"
"de strengere europese begrotingsregels#unknown";"0";"1";"3";"de streng Europees begrotingsregels";"D G G O";"de#10786 strengere#14 europese#981 begrotingsregels#20"
"zeker 100 miljard minder#unknown";"0";"1";"2";"zeker @card@ miljard min";"G O O G";"zeker#49 100#26 miljard#184 minder#91"
"het europese noodfonds esm#unknown";"0";"1";"2";"het Europees noodfonds ESM";"D G N O";"het#3561 europese#981 noodfonds#32 esm#37"
"meer geld van brussel#unknown";"0";"1";"2";"meer geld van Brussel";"A N P R";"meer#506 geld#117 van#4780 brussel#221"
"het enthousiasme van sarkozy#unknown";"0";"1";"2";"het enthousiasme van Sarkozy";"D N P O";"het#3561 enthousiasme#5 van#4780 sarkozy#98"
"dood van barones thatcher#unknown";"0";"1";"2";"dood van barones Thatcher";"N P N O";"dood#10 van#4780 barones#7 thatcher#76"
"de schuldenproblematiek in europa#unknown";"0";"1";"2";"de schuldenproblematiek in Europa";"D O P R";"de#10786 schuldenproblematiek#2 in#3216 europa#850"
"een sterke frans-duitse as#unknown";"0";"1";"2";"een sterk Frans-Duitse as";"D G O N";"een#3166 sterke#19 frans-duitse#13 as#7"
"een verlies te nemen#unknown";"0";"1";"2";"een verlies te nemen";"D N O V";"een#3166 verlies#31 te#1760 nemen#70"
"de bevriezing van de begroting#unknown";"1";"2";"2";"de bevriezing van de begroting";"D N P D N";"de#10786 bevriezing#4 van#4780 de#10786 begroting#81"
"de berichten over het afluisteren#unknown";"1";"1";"1";"de bericht over het afluisteren";"D N P D N";"de#10786 berichten#24 over#894 het#3561 afluisteren#22"
"de relatie tussen de twee#unknown";"1";"1";"1";"de relatie tussen de twee";"D N P D O";"de#10786 relatie#66 tussen#214 de#10786 twee#152"
"verlaging van inkomens en pensioenen#unknown";"1";"1";"1";"verlaging van inkomen en pensioen";"N P N C N";"verlaging#11 van#4780 inkomens#6 en#2788 pensioenen#10"
"de nederlaag voor haar partij#unknown";"1";"1";"1";"de nederlaag voor haar partij";"D N P D N";"de#10786 nederlaag#13 voor#1627 haar#356 partij#158"
"internationale uitwisseling van financiële gegevens#unknown";"1";"1";"1";"internationaal uitwisseling van financieel gegeven";"G N P G N";"internationale#38 uitwisseling#1 van#4780 financiële#120 gegevens#14"
"het bedrag voor de korting#unknown";"1";"1";"1";"het bedrag voor de korting";"D N P D N";"het#3561 bedrag#26 voor#1627 de#10786 korting#41"
"zijn kritiek op de euro#unknown";"1";"1";"1";"zijn kritiek op de euro";"N N P D N";"zijn#1296 kritiek#52 op#1690 de#10786 euro#317"
"de keuze voor hun landgenoot#unknown";"1";"1";"1";"de keuze voor hun landgenoot";"D N P D N";"de#10786 keuze#22 voor#1627 hun#197 landgenoot#4"
"de toekenning aan de eu#unknown";"1";"1";"1";"de toekenning aan de EU";"D N P D O";"de#10786 toekenning#6 aan#902 de#10786 eu#349"
"een opheffing van het embargo#unknown";"1";"1";"1";"een opheffing van het embargo";"D N P D N";"een#3166 opheffing#1 van#4780 het#3561 embargo#8"
"moskou op het matje roepen#unknown";"1";"1";"1";"Moskou op het mat roepen";"R P D N V";"moskou#19 op#1690 het#3561 matje#9 roepen#5"
"werken in italië of spanje#unknown";"1";"1";"1";"werken in Italië of Spanje";"V P R C R";"werken#47 in#3216 italië#68 of#280 spanje#85"
"een "" maximale voorbereiding ""#unknown";"1";"1";"1";"een "" maximaal voorbereiding """;"D O G N O";"een#3166 ""#1526 maximale#2 voorbereiding#7 ""#1526"
"de ceremonie zo sober mogelijk#unknown";"1";"1";"1";"de ceremonie zo sober mogelijk";"D N A G G";"de#10786 ceremonie#7 zo#312 sober#3 mogelijk#106"
"meer onrust over de schuldencrisis#unknown";"1";"1";"1";"veel onrust over de schuldencrisis";"O N P D O";"meer#506 onrust#14 over#894 de#10786 schuldencrisis#71"
"een nauwe band met rusland#unknown";"1";"1";"1";"een nauw band met Rusland";"D G N P R";"een#3166 nauwe#28 band#9 met#1349 rusland#62"
"clichés over "" slordige zuid-europeanen#unknown";"1";"1";"1";"cliché over "" slordig Zuid-Europeanen";"N A O G O";"clichés#3 over#894 ""#1526 slordige#3 zuid-europeanen#3"
"een bevriezing van de begroting#unknown";"1";"1";"1";"een bevriezing van de begroting";"D N P D N";"een#3166 bevriezing#4 van#4780 de#10786 begroting#81"
"de duitse bondskanselier angela merkel#unknown";"0";"1";"149";"de Duits bondskanselier Angela Merkel";"D G N O O";"de#10786 duitse#581 bondskanselier#364 angela#359 merkel#1037"
"bijna 12 miljard euro bezuinigen#unknown";"0";"1";"2";"bijna @card@ miljard euro bezuinigen";"A O O N V";"bijna#23 12#68 miljard#184 euro#317 bezuinigen#25"
"de keuze van de amerikanen#unknown";"0";"1";"2";"de keuze van de Amerikaan";"D N P D N";"de#10786 keuze#22 van#4780 de#10786 amerikanen#45"
"de toenemende weerzin in italië#unknown";"0";"1";"2";"de toenemend weerzin in Italië";"D G N P R";"de#10786 toenemende#5 weerzin#2 in#3216 italië#68"
"de slaagkansen van de top#unknown";"0";"1";"2";"de slaagkansen van de top";"D O P D N";"de#10786 slaagkansen#4 van#4780 de#10786 top#176"
"een politieke unie in europa#unknown";"0";"1";"5";"een politiek unie in Europa";"D G N P R";"een#3166 politieke#148 unie#322 in#3216 europa#850"
"een extra overleg nodig is#unknown";"0";"1";"6";"een extra overleg nodig zijn";"D G N G V";"een#3166 extra#62 overleg#63 nodig#124 is#1599"
"griekenland in de eurozone blijft#unknown";"0";"1";"4";"Griekenland in de eurozone blijven";"R P D O V";"griekenland#305 in#3216 de#10786 eurozone#214 blijft#91"
"wordt bereikt over de meerjarenbegroting#unknown";"0";"1";"3";"worden bereiken over de meerjarenbegroting";"V V P D N";"wordt#290 bereikt#34 over#894 de#10786 meerjarenbegroting#53"
"de invoering van een tolvignet#unknown";"0";"1";"3";"de invoering van een tolvignet";"D N P D O";"de#10786 invoering#35 van#4780 een#3166 tolvignet#7"
"de relaties tussen beide landen#unknown";"0";"1";"2";"de relatie tussen beide land";"D N P O N";"de#10786 relaties#14 tussen#214 beide#73 landen#305"
"de rijken zwaarder te belasten#unknown";"0";"1";"3";"de rijke|rijk zwaar te belasten";"D N G O V";"de#10786 rijken#5 zwaarder#4 te#1760 belasten#3"
"griekenland meer tijd te geven#unknown";"0";"1";"3";"Griekenland meer tijd te geven";"R A N O V";"griekenland#305 meer#506 tijd#123 te#1760 geven#79"
"dat de begroting omlaag zou gaan#unknown";"1";"1";"1";"dat de begroting omlaag zullen gaan";"C D N A V V";"dat#2377 de#10786 begroting#81 omlaag#10 zou#297 gaan#189"
"de standpunten erg uit elkaar liggen#unknown";"1";"1";"1";"de standpunt erg uit elkaar liggen";"D N G P Q V";"de#10786 standpunten#16 erg#44 uit#538 elkaar#92 liggen#22"
"doelgerichter , flexibeler en progressiever beleid#unknown";"1";"1";"1";"doelgericht , flexibel en progressief beleid";"G O G C G N";"doelgerichter#1 ,#4601 flexibeler#8 en#2788 progressiever#1 beleid#54"
"meer macht voor de nationale parlementen#unknown";"1";"1";"1";"meer macht voor de nationaal parlement";"A N P D G N";"meer#506 macht#41 voor#1627 de#10786 nationale#38 parlementen#9"
"samen met hollande crisis te lijf#unknown";"1";"1";"1";"samen met Hollande crisis te lijf";"A P O N O N";"samen#150 met#1349 hollande#491 crisis#140 te#1760 lijf#2"
"het fors terugdringen van de begrotingstekorten#unknown";"1";"1";"1";"het fors terugdringen van de begrotingstekort";"D G N P D N";"het#3561 fors#3 terugdringen#7 van#4780 de#10786 begrotingstekorten#4"
"het ‘ full option model '#unknown";"1";"1";"1";"het ‘ full option model '";"D O O O N O";"het#3561 ‘#210 full#7 option#7 model#6 '#1990"
"een aantal bevoegdheden terughalen uit brussel#unknown";"0";"1";"2";"een aantal bevoegdheid terughalen uit Brussel";"D N N V P R";"een#3166 aantal#60 bevoegdheden#55 terughalen#12 uit#538 brussel#221"
"de administratieve kosten van de eu#unknown";"0";"1";"2";"de administratief kost van de EU";"D G N P D O";"de#10786 administratieve#2 kosten#10 van#4780 de#10786 eu#349"
"europa een symbool van hoop wordt#unknown";"0";"1";"2";"Europa een symbool van hoop worden";"R D N P N V";"europa#850 een#3166 symbool#12 van#4780 hoop#71 wordt#290"
"de geopperde datum van begin mei#unknown";"0";"1";"2";"de opperen datum van begin mei";"D V N P N R";"de#10786 geopperde#2 datum#6 van#4780 begin#42 mei#61"
"de voortekenen voor de europese top#unknown";"0";"1";"2";"De voorteken voor de Europees top";"O N P D G N";"de#10786 voortekenen#4 voor#1627 de#10786 europese#981 top#176"
"het besluit van het cypriotische parlement#unknown";"0";"1";"3";"het besluit van het Cypriotisch parlement";"D N P D G N";"het#3561 besluit#23 van#4780 het#3561 cypriotische#25 parlement#139"
"de groei in de europese unie#unknown";"0";"1";"2";"de groei in de Europees unie";"D N P D G N";"de#10786 groei#172 in#3216 de#10786 europese#981 unie#322"
"naar een politieke unie toe te werken#unknown";"1";"2";"2";"naar een politiek unie toe te werken";"P D G N A O V";"naar#555 een#3166 politieke#148 unie#322 toe#86 te#1760 werken#47"
"opnieuw de bevoegdheden van brussel moeten evalueren#unknown";"1";"1";"1";"opnieuw de bevoegdheid van Brussel moeten evalueren";"A D N P R V V";"opnieuw#73 de#10786 bevoegdheden#55 van#4780 brussel#221 moeten#290 evalueren#1"
"een vrijhandelsverdrag tussen de vs en europa#unknown";"1";"1";"1";"een vrijhandelsverdrag tussen de VS en Europa";"D N P D R C R";"een#3166 vrijhandelsverdrag#2 tussen#214 de#10786 vs#95 en#2788 europa#850"
"de verslechtering van de economie in europa#unknown";"1";"1";"1";"de verslechtering van de economie in Europa";"D N P D N P R";"de#10786 verslechtering#1 van#4780 de#10786 economie#142 in#3216 europa#850"
"de relaties tussen de vs en europa#unknown";"1";"1";"1";"de relatie tussen de VS en Europa";"D N P D R C R";"de#10786 relaties#14 tussen#214 de#10786 vs#95 en#2788 europa#850"
"overeenstemming bereiken over een "" werkplan ""#unknown";"1";"1";"1";"overeenstemming bereiken over een "" werkplan """;"N V P D O N O";"overeenstemming#24 bereiken#18 over#894 een#3166 ""#1526 werkplan#1 ""#1526"
"zij die tegen dat regime willen strijden#unknown";"1";"1";"1";"zij die tegen dat regime willen strijden";"Q Q P D N V V";"zij#130 die#957 tegen#278 dat#2377 regime#20 willen#218 strijden#10"
"nauw samen te werken met angela merkel#unknown";"1";"1";"1";"nauw samen te werken met Angela Merkel";"N A O V P O O";"nauw#16 samen#150 te#1760 werken#47 met#1349 angela#359 merkel#1037"
"de hulp die ze kregen uit europa#unknown";"1";"1";"1";"de hulp die ze krijgen uit Europa";"D N Q Q V P R";"de#10786 hulp#40 die#957 ze#496 kregen#8 uit#538 europa#850"
"de migratie van arme naar rijke eu-lidstaten#unknown";"1";"1";"1";"de migratie van arme naar rijk EU-lidstaten";"D N P N P G O";"de#10786 migratie#2 van#4780 arme#3 naar#555 rijke#1 eu-lidstaten#15"
"dat eurocrisis nog zeker 5 jaar duurt#unknown";"1";"1";"1";"dat eurocrisis nog zeker @card@ jaar duren";"D O A G O N V";"dat#2377 eurocrisis#68 nog#400 zeker#49 5#32 jaar#241 duurt#10"
"dat europa een symbool van hoop wordt#unknown";"0";"1";"2";"dat Europa een symbool van hoop worden";"C R D N P N V";"dat#2377 europa#850 een#3166 symbool#12 van#4780 hoop#71 wordt#290"
"het initiatief van de fransen en duitsers#unknown";"0";"1";"2";"het initiatief van de Franse|Fransman en Duitser";"D N P D N C N";"het#3561 initiatief#19 van#4780 de#10786 fransen#40 en#2788 duitsers#42"
"de houding van duitsland in de crisis#unknown";"0";"1";"2";"de houding van Duitsland in de crisis";"D N P R P D N";"de#10786 houding#18 van#4780 duitsland#433 in#3216 de#10786 crisis#140"
"de europese maatregelen tegen de financiële crisis#unknown";"0";"1";"2";"de Europees maatregel tegen de financieel crisis";"D G N P D G N";"de#10786 europese#981 maatregelen#69 tegen#278 de#10786 financiële#120 crisis#140"
"vertrek van het verenigd koninkrijk uit de eu#unknown";"1";"1";"1";"vertrek van het Verenigd koninkrijk uit de EU";"N P D O N P D O";"vertrek#35 van#4780 het#3561 verenigd#62 koninkrijk#54 uit#538 de#10786 eu#349"
"een nieuwe griekse regering de afspraken zal naleven#unknown";"1";"1";"1";"een nieuw Grieks regering de afspraak zullen naleven";"D G G N D N V V";"een#3166 nieuwe#316 griekse#149 regering#191 de#10786 afspraken#61 zal#379 naleven#3"
"europa niet het probleem , maar de oplossing#unknown";"0";"1";"2";"Europa niet het probleem , maar de oplossing";"R A D N O C D N";"europa#850 niet#1140 het#3561 probleem#27 ,#4601 maar#619 de#10786 oplossing#52"
"de ' onnodig ruwe ' aanpak van de betogers#unknown";"1";"1";"1";"de ' onnodig ruwe ' aanpak van de betoger";"D O G N O N P D N";"de#10786 '#1990 onnodig#1 ruwe#1 '#1990 aanpak#18 van#4780 de#10786 betogers#13"
"om de vergezichten van merkel zomaar terzijde te schuiven#unknown";"1";"1";"1";"om de vergezicht van Merkel zomaar terzijde te schuiven";"C D N P O A A O V";"om#993 de#10786 vergezichten#6 van#4780 merkel#1037 zomaar#7 terzijde#2 te#1760 schuiven#6"
"de bereidheid om de schuldencrisis het hoofd te bieden#unknown";"0";"1";"2";"de bereidheid om de schuldencrisis het hoofd te bieden";"D N P D O D N O V";"de#10786 bereidheid#3 om#993 de#10786 schuldencrisis#71 het#3561 hoofd#28 te#1760 bieden#20"
"een verschillende , soepeler en minder omslachtige positie voor groot-brittannië#unknown";"1";"1";"1";"een verschillend , soepel en min omslachtig positie voor Groot-Brittannië";"D G O G C G G N P R";"een#3166 verschillende#47 ,#4601 soepeler#2 en#2788 minder#91 omslachtige#1 positie#15 voor#1627 groot-brittannië#141"
"dat er meer wordt gedaan om de economie te stimuleren#unknown";"1";"1";"1";"dat er meer worden doen om de economie te stimuleren";"C Q A V V C D N O V";"dat#2377 er#644 meer#506 wordt#290 gedaan#34 om#993 de#10786 economie#142 te#1760 stimuleren#31"
