"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"een bondgenoot#i-positive";"0";"1";"5";"een bondgenoot";"D N";"een#3166 bondgenoot#17"
"geen overeenstemming#i-negative";"0";"1";"4";"geen overeenstemming";"D N";"geen#347 overeenstemming#24"
"ben trots#d-positive";"0";"1";"2";"zijn trots";"V P";"ben#39 trots#8"
"alleen maar#i-negative";"0";"1";"8";"alleen maar";"A C";"alleen#121 maar#619"
"te verwelkomen#d-positive";"0";"1";"2";"te verwelkomen";"O V";"te#1760 verwelkomen#4"
"de belangrijke#i-positive";"0";"1";"5";"de belangrijk";"D G";"de#10786 belangrijke#50"
"zeer nauw#i-positive";"0";"1";"6";"zeer nauw";"G G";"zeer#64 nauw#16"
"is voor#d-positive";"0";"1";"47";"zijn voor";"V P";"is#1599 voor#1627"
"felle kritiek#i-strongnegative";"0";"1";"2";"fel kritiek";"G N";"felle#4 kritiek#52"
"te laag#i-negative";"0";"1";"4";"te laag";"O G";"te#1760 laag#7"
"samen achter#d-positive";"0";"1";"2";"samen achter";"A P";"samen#150 achter#45"
"erg bedroefd#i-negative";"0";"1";"2";"Erg bedroeven";"O V";"erg#44 bedroefd#4"
"te belasten#i-negative";"0";"1";"3";"te belasten";"O V";"te#1760 belasten#3"
"is klein#i-negative";"0";"1";"2";"zijn klein";"V G";"is#1599 klein#10"
"van betekenis#i-positive";"0";"1";"2";"van betekenis";"P N";"van#4780 betekenis#7"
"verrast door#d-neutral";"0";"1";"3";"verrassen door";"V P";"verrast#4 door#487"
"wil geen#d-negative";"0";"1";"10";"willen geen";"V D";"wil#398 geen#347"
"zeer gewaardeerd#i-strongpositive";"0";"1";"3";"zeer waarderen";"G V";"zeer#64 gewaardeerd#3"
"strenge bezuinigingen#i-negative";"0";"1";"6";"streng bezuiniging";"G N";"strenge#22 bezuinigingen#63"
"formidabele jaar#i-strongpositive";"0";"1";"2";"formidabel jaar";"G N";"formidabele#2 jaar#241"
"niet juist#i-negative";"0";"1";"2";"niet juist";"A G";"niet#1140 juist#62"
"overeenstemming over#i-positive";"0";"1";"2";"overeenstemming over";"N P";"overeenstemming#24 over#894"
"zien niets#d-negative";"0";"1";"2";"zien niets";"V Q";"zien#58 niets#60"
"uitkijkt naar#d-positive";"0";"1";"2";"uitkijken naar";"V P";"uitkijkt#2 naar#555"
"blijft tegen#d-negative";"0";"1";"3";"blijven tegen";"V P";"blijft#91 tegen#278"
"te hoog#i-strongnegative";"0";"1";"3";"te hoog";"O G";"te#1760 hoog#13"
"is onvermijdelijk#i-negative";"0";"1";"4";"zijn onvermijdelijk";"V G";"is#1599 onvermijdelijk#12"
"historische nacht#i-strongpositive";"0";"1";"2";"historisch nacht";"G N";"historische#20 nacht#14"
"gesteund door#d-positive";"0";"1";"2";"steunen door";"V P";"gesteund#4 door#487"
"onmisbaar is#i-strongpositive";"0";"1";"2";"onmisbaar zijn";"G V";"onmisbaar#2 is#1599"
"strijden voor#d-positive";"0";"1";"2";"strijden voor";"V P";"strijden#10 voor#1627"
"fel gekant tegen#d-strongnegative";"1";"1";"1";"fel kanten tegen";"G V P";"fel#2 gekant#4 tegen#278"
"maakt zich sterk#d-positive";"1";"1";"1";"maken zich sterk";"V Q G";"maakt#43 zich#317 sterk#25"
"een mooi eerbetoon#i-positive";"1";"1";"1";"een mooi eerbetoon";"D G N";"een#3166 mooi#4 eerbetoon#3"
"maar 26 procent#i-negative";"1";"1";"1";"maar @card@ procent";"A O N";"maar#619 26#14 procent#351"
"proberen te bewerkstelligen#d-positive";"1";"1";"1";"proberen te bewerkstelligen";"V O V";"proberen#17 te#1760 bewerkstelligen#3"
"gele kaart gekregen#i-negative";"1";"1";"1";"geel kaart krijgen";"G N V";"gele#2 kaart#5 gekregen#17"
"ervan overtuigd is#d-positive";"1";"1";"1";"ervan overtuigen zijn";"Q V V";"ervan#38 overtuigd#17 is#1599"
"stoppen met publiceren#i-negative";"1";"1";"1";"stoppen met publiceren";"V P N";"stoppen#12 met#1349 publiceren#3"
"staat open voor#d-positive";"1";"1";"1";"staat openen voor";"N V P";"staat#117 open#39 voor#1627"
"hamert voortdurend op#d-positive";"1";"1";"1";"hameren voortdurend op";"V G P";"hamert#9 voortdurend#3 op#1690"
"het kwade brein#i-strongnegative";"1";"1";"1";"het kwaad brein";"D G N";"het#3561 kwade#1 brein#2"
"fel op tegen#d-strongnegative";"1";"1";"1";"fel op tegen";"G A P";"fel#2 op#1690 tegen#278"
"altijd verzet tegen#d-strongnegative";"1";"1";"1";"altijd verzet tegen";"A N P";"altijd#82 verzet#17 tegen#278"
"niet bepaald enthousiast#d-negative";"1";"1";"1";"niet bepalen enthousiast";"A V G";"niet#1140 bepaald#18 enthousiast#4"
"erg gammel lijkende#i-strongnegative";"1";"1";"1";"erg gammel lijken";"G G V";"erg#44 gammel#1 lijkende#1"
"erg uit elkaar#i-strongnegative";"1";"1";"1";"erg uit elkaar";"G P Q";"erg#44 uit#538 elkaar#92"
"had moeite met#d-negative";"1";"1";"1";"hebben moeite met";"V N P";"had#102 moeite#10 met#1349"
"geeft ons welvaart#i-positive";"1";"1";"1";"geven ons welvaart";"V D N";"geeft#20 ons#78 welvaart#9"
"niets waard zijn#i-strongnegative";"1";"1";"1";"niets waard zijn";"Q G V";"niets#60 waard#16 zijn#1296"
"nog niet geregeld#i-negative";"1";"1";"1";"nog niet regelen";"A A V";"nog#400 niet#1140 geregeld#8"
"veel zorgen baart#d-strongnegative";"1";"1";"1";"veel zorg baren";"A N V";"veel#195 zorgen#55 baart#3"
"zijn verenigd door#d-positive";"1";"1";"1";"zijn verenigen door";"V V P";"zijn#1296 verenigd#62 door#487"
"de grote favoriet#i-strongpositive";"1";"1";"1";"de groot favoriet";"D G N";"de#10786 grote#161 favoriet#3"
"een groot eerbetoon#i-strongpositive";"1";"1";"1";"een groot eerbetoon";"D G N";"een#3166 groot#84 eerbetoon#3"
"een betere bescherming#i-positive";"1";"1";"1";"een goed bescherming";"D G N";"een#3166 betere#10 bescherming#8"
",een groot politicus#i-positive";"1";"1";"1";",een groot politicus";"O G N";",een#8 groot#84 politicus#8"
"niet heeft weggestemd#d-positive";"1";"1";"1";"niet hebben wegstemmen";"A V V";"niet#1140 heeft#714 weggestemd#2"
"het hoofd bieden#d-positive";"1";"1";"1";"het hoofd bieden";"D N V";"het#3561 hoofd#28 bieden#20"
"een gewezen winnaar#i-positive";"1";"1";"1";"een gewezen winnaar";"D G N";"een#3166 gewezen#4 winnaar#8"
"heeft bezwaar tegen#d-negative";"1";"1";"1";"hebben bezwaar tegen";"V N P";"heeft#714 bezwaar#1 tegen#278"
"van strategisch belang#i-positive";"1";"1";"1";"van strategisch belang";"P G N";"van#4780 strategisch#2 belang#56"
"nauwe band met#i-positive";"1";"1";"1";"nauw band met";"G N P";"nauwe#28 band#9 met#1349"
"te langzaam groeit#i-negative";"1";"1";"1";"te langzaam groeien";"O G V";"te#1760 langzaam#4 groeit#6"
"blijven het oneens#d-negative";"1";"1";"1";"blijven het oneens";"V D G";"blijven#130 het#3561 oneens#15"
"niet kwijt willen#d-positive";"1";"1";"1";"niet kwijt willen";"A G V";"niet#1140 kwijt#9 willen#218"
"heeft aangedrongen op#d-positive";"1";"1";"1";"hebben aandringen op";"V V P";"heeft#714 aangedrongen#3 op#1690"
"een sterk signaal#i-strongpositive";"1";"1";"1";"een sterk signaal";"D G N";"een#3166 sterk#25 signaal#18"
"heel erg verdeeld#i-strongnegative";"1";"1";"1";"heel erg verdelen";"A G V";"heel#72 erg#44 verdeeld#16"
"pleiten niet voor#d-negative";"1";"1";"1";"pleiten niet voor";"V A P";"pleiten#7 niet#1140 voor#1627"
"kijk ernaar uit#d-positive";"0";"2";"7";"kijken ernaar uit";"V Q A";"kijk#9 ernaar#19 uit#538"
"meest geschikte instrument#i-positive";"0";"2";"3";"meest geschikt instrument";"G G N";"meest#19 geschikte#3 instrument#4"
"op te lossen#d-positive";"0";"1";"14";"op te lossen";"A O V";"op#1690 te#1760 lossen#14"
"niet eens met#d-strongnegative";"0";"1";"5";"niet eens met";"A A P";"niet#1140 eens#67 met#1349"
"kijkt uit naar#d-positive";"0";"1";"2";"kijken uit naar";"V A P";"kijkt#20 uit#538 naar#555"
"een groot probleem#i-strongnegative";"0";"1";"2";"een groot probleem";"D G N";"een#3166 groot#84 probleem#27"
"minder kan uitgeven#i-negative";"0";"1";"2";"min kunnen uitgeven";"G V V";"minder#91 kan#257 uitgeven#15"
"aan de leiband#i-negative";"0";"1";"2";"aan de leiband";"P D N";"aan#902 de#10786 leiband#2"
"een goede zaak#i-positive";"0";"1";"4";"een goed zaak";"D G N";"een#3166 goede#75 zaak#13"
"van groot belang#i-positive";"0";"1";"5";"van groot belang";"P G N";"van#4780 groot#84 belang#56"
"nooit gerechtvaardigd is#i-negative";"0";"1";"2";"nooit rechtvaardigen zijn";"A V V";"nooit#37 gerechtvaardigd#2 is#1599"
"toonde zich verheugd#d-positive";"0";"1";"4";"tonen zich verheugd";"V Q G";"toonde#16 zich#317 verheugd#13"
"vergroot de hoop#d-positive";"0";"1";"2";"vergroten de hoop";"V D N";"vergroot#4 de#10786 hoop#71"
"sluit niet uit#d-positive";"0";"1";"7";"sluiten niet uit";"V A A";"sluit#16 niet#1140 uit#538"
"niet eens met#d-negative";"0";"1";"5";"niet eens met";"A A P";"niet#1140 eens#67 met#1349"
"is blij met#d-positive";"0";"1";"4";"zijn blij met";"V G P";"is#1599 blij#23 met#1349"
"het behoud van#i-positive";"0";"1";"4";"het behoud van";"D N P";"het#3561 behoud#10 van#4780"
"is onaangenaam verrast#d-negative";"0";"1";"2";"zijn onaangenaam verrassen";"V G V";"is#1599 onaangenaam#2 verrast#4"
"ziet wel iets#d-positive";"0";"1";"2";"zien wel iets";"V A A";"ziet#67 wel#224 iets#50"
"pleitten herhaaldelijk voor#d-strongpositive";"0";"1";"2";"pleiten herhaaldelijk voor";"V A P";"pleitten#2 herhaaldelijk#6 voor#1627"
"het versoepelen van#d-positive";"0";"1";"2";"het versoepelen van";"D N P";"het#3561 versoepelen#6 van#4780"
"een veto tegen#i-negative";"0";"1";"3";"een veto tegen";"D N P";"een#3166 veto#17 tegen#278"
"te kort dag#i-negative";"0";"1";"4";"te kort dag";"O G N";"te#1760 kort#19 dag#80"
"het enthousiasme van#i-positive";"0";"1";"2";"het enthousiasme van";"D N P";"het#3561 enthousiasme#5 van#4780"
"niet helemaal tevreden#i-negative";"0";"1";"4";"niet helemaal tevreden";"A A G";"niet#1140 helemaal#20 tevreden#14"
"te boven gaan#d-negative";"0";"1";"2";"te boven gaan";"O A V";"te#1760 boven#31 gaan#189"
"op eigen gezag#i-negative";"0";"1";"2";"op eigen gezag";"P G N";"op#1690 eigen#102 gezag#2"
"een uniek lid#i-positive";"0";"1";"2";"een uniek lid";"D G N";"een#3166 uniek#6 lid#36"
"zich verzetten tegen#d-negative";"0";"1";"2";"zich verzetten tegen";"Q V P";"zich#317 verzetten#4 tegen#278"
"tekort aan vakmensen#i-negative";"0";"1";"2";"tekort aan vakman";"N P N";"tekort#14 aan#902 vakmensen#2"
"veilig te stellen#i-positive";"0";"1";"2";"veilig te stellen";"G O V";"veilig#6 te#1760 stellen#25"
"is bezorgd over#d-negative";"0";"1";"2";"zijn bezorgen over";"V V P";"is#1599 bezorgd#8 over#894"
"niet het probleem#i-positive";"0";"1";"3";"niet het probleem";"A D N";"niet#1140 het#3561 probleem#27"
"al helemaal tegen#i-negative";"0";"1";"2";"al helemaal tegen";"A A P";"al#300 helemaal#20 tegen#278"
"vast te houden#d-positive";"0";"1";"2";"vast te houden";"G O V";"vast#16 te#1760 houden#97"
"symbool van hoop#i-positive";"0";"1";"9";"symbool van hoop";"N P N";"symbool#12 van#4780 hoop#71"
"open te staan#d-positive";"0";"1";"3";"open te staan";"G O V";"open#39 te#1760 staan#64"
"economische groei stimuleren#i-positive";"0";"1";"5";"economisch groei stimuleren";"G N V";"economische#185 groei#172 stimuleren#31"
"weinig animo voor#i-negative";"0";"1";"2";"weinig animo voor";"O N P";"weinig#43 animo#2 voor#1627"
"al helemaal tegen#i-strongnegative";"0";"1";"2";"al helemaal tegen";"A A P";"al#300 helemaal#20 tegen#278"
"maakt zich zorgen over#d-negative";"1";"1";"1";"maken zich zorgen over";"V Q V P";"maakt#43 zich#317 zorgen#55 over#894"
"geen enkele behoefte aan#d-strongnegative";"1";"1";"1";"geen enkel behoefte aan";"D D N P";"geen#347 enkele#71 behoefte#4 aan#902"
"te veel schade berokkenen#d-negative";"1";"1";"1";"te veel schade berokkenen";"O O N V";"te#1760 veel#195 schade#13 berokkenen#1"
"uit de euro stapt#i-negative";"1";"1";"1";"uit de euro stappen";"P D N V";"uit#538 de#10786 euro#317 stapt#4"
"on the right track’#i-positive";"1";"1";"1";"on the right track’";"O O O N";"on#7 the#65 right#2 track’#1"
"stelt onze arbeidsplaatsen veilig#i-positive";"1";"1";"1";"stellen ons arbeidsplaats veilig";"V D N G";"stelt#43 onze#106 arbeidsplaatsen#2 veilig#6"
"hield een pleidooi voor#d-positive";"1";"1";"1";"houden een pleidooi voor";"V D N P";"hield#12 een#3166 pleidooi#7 voor#1627"
"van deze maatregel profiteren#d-positive";"1";"1";"1";"van deze maatregel profiteren";"P D N V";"van#4780 deze#168 maatregel#6 profiteren#5"
"genoegen te nemen met#d-positive";"1";"1";"1";"genoegen te nemen met";"N O V P";"genoegen#2 te#1760 nemen#70 met#1349"
"leidt niet tot groei#d-negative";"1";"1";"1";"leiden niet tot groei";"V A P N";"leidt#18 niet#1140 tot#389 groei#172"
"vallen niet geheel samen#i-negative";"1";"1";"1";"vallen niet geheel samen";"V A G A";"vallen#9 niet#1140 geheel#8 samen#150"
"zet zich in voor#d-positive";"1";"1";"1";"zetten zich in voor";"V Q A P";"zet#26 zich#317 in#3216 voor#1627"
"nog steeds niet aangepakt#i-negative";"1";"1";"1";"nog steeds niet aanpakken";"A A A V";"nog#400 steeds#78 niet#1140 aangepakt#4"
"nog niet voorbij zijn#i-negative";"1";"1";"1";"nog niet voorbij zijn";"A A P D";"nog#400 niet#1140 voorbij#12 zijn#1296"
"op het matje roepen#d-negative";"1";"1";"1";"op het mat roepen";"P D N V";"op#1690 het#3561 matje#9 roepen#5"
"is er voorstander van#d-positive";"1";"1";"1";"zijn er voorstander van";"V Q N P";"is#1599 er#644 voorstander#13 van#4780"
"zegt open te staan#d-positive";"1";"1";"1";"zeggen open te staan";"V G O V";"zegt#129 open#39 te#1760 staan#64"
"het meest geschikte instrument#i-positive";"0";"1";"3";"het meest geschikt instrument";"D G G N";"het#3561 meest#19 geschikte#3 instrument#4"
"open te staan voor#i-positive";"0";"1";"3";"open te staan voor";"G O V P";"open#39 te#1760 staan#64 voor#1627"
"zal compromissen moeten sluiten#i-positive";"0";"1";"3";"zullen compromis moeten sluiten";"V N V V";"zal#379 compromissen#19 moeten#290 sluiten#29"
"de juiste man is#i-positive";"0";"1";"2";"de juist man zijn";"D G N V";"de#10786 juiste#9 man#29 is#1599"
"hinkt op twee gedachten#d-negative";"0";"1";"2";"hinken op twee gedachte";"V P O N";"hinkt#3 op#1690 twee#152 gedachten#4"
"internationaal op een zijspoor#i-negative";"0";"1";"2";"internationaal op een zijspoor";"G P D O";"internationaal#42 op#1690 een#3166 zijspoor#2"
"een symbool van hoop#i-strongpositive";"0";"1";"3";"een symbool van hoop";"D N P N";"een#3166 symbool#12 van#4780 hoop#71"
"een speler van betekenis is#i-positive";"1";"1";"1";"een speler van betekenis zijn";"D N P N V";"een#3166 speler#2 van#4780 betekenis#7 is#1599"
"grote vooruitgang "" is geboekt#i-positive";"1";"1";"1";"groot vooruitgang "" zijn boeken";"G N O V V";"grote#161 vooruitgang#15 ""#1526 is#1599 geboekt#13"
"geen duidelijke visie over europa#i-negative";"1";"1";"1";"geen duidelijk visie over Europa";"D G N P R";"geen#347 duidelijke#15 visie#37 over#894 europa#850"
"een kampioen van de mensenrechten#i-strongpositive";"1";"1";"1";"een kampioen van de mensenrechten";"D N P D N";"een#3166 kampioen#2 van#4780 de#10786 mensenrechten#8"
"een positief en constructief gesprek#i-positive";"1";"1";"1";"een positief en constructief gesprek";"D G C G N";"een#3166 positief#15 en#2788 constructief#11 gesprek#47"
"hele sterke en dominante premier#i-strongpositive";"1";"1";"1";"heel sterk en dominant premier";"G G C G N";"hele#54 sterke#19 en#2788 dominante#3 premier#476"
"een "" excessieve reactie ""#i-negative";"1";"1";"1";"een "" excessief reactie """;"D O G N O";"een#3166 ""#1526 excessieve#3 reactie#47 ""#1526"
"in de eurozone moet blijven#i-positive";"1";"1";"1";"in de eurozone moeten blijven";"P D O V V";"in#3216 de#10786 eurozone#214 moet#374 blijven#130"
"een ' succesvolle president '#i-positive";"0";"1";"2";"een ' succesvol president '";"D O G N O";"een#3166 '#1990 succesvolle#3 president#454 '#1990"
"nieuw leven in te blazen#i-positive";"0";"1";"2";"nieuw leven in te blazen";"G N A O V";"nieuw#53 leven#35 in#3216 te#1760 blazen#2"
"sneller stijgen dan de inflatie#d-negative";"0";"1";"2";"snel stijgen dan de inflatie";"G V C D N";"sneller#14 stijgen#14 dan#370 de#10786 inflatie#4"
"geen nobelprijs voor de vrede-winnaar#i-negative";"0";"1";"2";"geen Nobelprijs voor de Vrede-winnaar";"D N P D O";"geen#347 nobelprijs#52 voor#1627 de#10786 vrede-winnaar#2"
"een van de bepalende figuren#i-positive";"0";"1";"4";"een van de bepalen fig.|figuur";"D P D V N";"een#3166 van#4780 de#10786 bepalende#4 figuren#5"
"een "" eenduidige vastberadendheid "" bij#i-negative";"1";"1";"1";"een "" eenduidig vastberadendheid "" bij";"D O G O O P";"een#3166 ""#1526 eenduidige#1 vastberadendheid#1 ""#1526 bij#422"
"een extreem gevaarlijk thema "" is#i-strongnegative";"1";"1";"1";"een extreem gevaarlijk thema "" zijn";"D G G N O V";"een#3166 extreem#5 gevaarlijk#6 thema#11 ""#1526 is#1599"
"documenten van het vaticaan liet lekken#i-negative";"1";"1";"1";"document van het Vaticaan laten lekken";"N P D R V V";"documenten#6 van#4780 het#3561 vaticaan#10 liet#84 lekken#3"
"stort de griekse economie in elkaar#i-negative";"1";"1";"1";"storten de Grieks economie in elkaar";"V D G N P Q";"stort#1 de#10786 griekse#149 economie#142 in#3216 elkaar#92"
"wil niet in zee gaan met#d-negative";"1";"1";"1";"willen niet in zee gaan met";"V A P N V P";"wil#398 niet#1140 in#3216 zee#3 gaan#189 met#1349"
"zullen alle eu-landen ten goede komen#i-positive";"0";"1";"6";"zullen alle EU-landen te goede komen";"V D O P N V";"zullen#150 alle#115 eu-landen#37 ten#66 goede#75 komen#186"
"een groot voorvechter van onafhankelijkheid en vrijheid#i-positive";"1";"1";"1";"een groot voorvechter van onafhankelijkheid en vrijheid";"D G N P N C N";"een#3166 groot#84 voorvechter#1 van#4780 onafhankelijkheid#12 en#2788 vrijheid#17"
"verdient de nobelprijs voor de vrede niet#i-negative";"1";"1";"1";"verdienen de Nobelprijs voor de vrede niet";"V D N P D N A";"verdient#5 de#10786 nobelprijs#52 voor#1627 de#10786 vrede#61 niet#1140"
""" met open armen "" zal ontvangen#d-positive";"0";"1";"2";""" met open arme|arm "" zullen ontvangen";"O P G N O V V";"""#1526 met#1349 open#39 armen#7 ""#1526 zal#379 ontvangen#42"
"een ' heldere en voorspelbare partner '#i-positive";"0";"1";"2";"een ' helder en voorspelbaar partner '";"D O G C G N O";"een#3166 '#1990 heldere#4 en#2788 voorspelbare#2 partner#9 '#1990"
"heeft nog een lange weg te gaan#i-negative";"0";"1";"3";"hebben nog een lang weg te gaan";"V A D G N O V";"heeft#714 nog#400 een#3166 lange#22 weg#90 te#1760 gaan#189"
"een inspirerende en leidende rol te spelen#i-positive";"0";"1";"2";"een inspireren en leidend rol te spelen";"D V C G N O V";"een#3166 inspirerende#3 en#2788 leidende#7 rol#48 te#1760 spelen#20"
"' de bescherming van de wereld ' verdient#i-strongpositive";"1";"1";"1";"' de bescherming van de wereld ' verdienen";"O D N P D N O V";"'#1990 de#10786 bescherming#8 van#4780 de#10786 wereld#76 '#1990 verdient#5"
"zowel belgië als europa ‘ on the right track’ gezet#i-positive";"1";"1";"1";"zowel België als Europa ‘ on the right track’ zetten";"C R C R O O O O N V";"zowel#26 belgië#42 als#636 europa#850 ‘#210 on#7 the#65 right#2 track’#1 gezet#23"
"alleen maar wil bezuinigen om de crisis op te lossen#i-negative";"1";"1";"1";"alleen maar willen bezuinigen om de crisis op te lossen";"A C V V C D N A O V";"alleen#121 maar#619 wil#398 bezuinigen#25 om#993 de#10786 crisis#140 op#1690 te#1760 lossen#14"
"niets ziet in maatregelen om de economische groei te stimuleren#i-negative";"1";"1";"1";"niets zien in maatregel om de economisch groei te stimuleren";"Q V P N C D G N O V";"niets#60 ziet#67 in#3216 maatregelen#69 om#993 de#10786 economische#185 groei#172 te#1760 stimuleren#31"
