********************************************************************************************
 OpeNER crosslingual sentiment lexicon : crosslingual scales grouped in aspect groups 
 Owner OpeNER and VU-UniversityAmsterdam (CLTL)
 de(german) nl(dutch) fr(french) it(italian) es(spanish) en(english)
********************************************************************************************


language;entry;sentiment;aspectCategory;clsId
it;molto vecchio;strongnegative;GEN-EVAL;322
de;abgenutzt;negative;GEN-EVAL;323
de;abnutzen;negative;GEN-EVAL;323
de;abwohnen;negative;GEN-EVAL;323
en;tired;negative;GEN-EVAL;323
nl;versleten;negative;GEN-EVAL;323
de;auch nicht weiter empfehlen;negative;GEN-EVAL;324
de;nicht weit zu empfehlen;negative;GEN-EVAL;324
de;nicht zu empfehlen;negative;GEN-EVAL;324
en;not recommend;negative;GEN-EVAL;324
nl;niet aan te bevelen;negative;GEN-EVAL;324
de;auf keine Fall weiterempfehlen;negative;GEN-EVAL;325
de;beschweren;negative;GEN-EVAL;326
en;complain;negative;GEN-EVAL;326
es;queje;negative;GEN-EVAL;326
nl;klaagde;strongnegative;GEN-EVAL;326
de;defekt;negative;GEN-EVAL;327
en;faulty;negative;GEN-EVAL;327
it;difettoso;negative;GEN-EVAL;327
nl;defecte;negative;GEN-EVAL;327
de;dunkel;negative;GEN-EVAL;328
en;dark;negative;GEN-EVAL;328
it;scuro;negative;GEN-EVAL;328
nl;donker;negative;GEN-EVAL;328
de;dünn;negative;GEN-EVAL;329
en;thin;negative;GEN-EVAL;329
it;sottilissimi;negative;GEN-EVAL;329
de;eher nicht zu empfehlen;negative;GEN-EVAL;330
de;eher schmucklos;negative;GEN-EVAL;331
de;einfach zu wenige;negative;GEN-EVAL;332
de;gar nicht so schlecht;negative;GEN-EVAL;333
de;heruntergekommen;negative;GEN-EVAL;334
it;fatiscente;negative;GEN-EVAL;334
nl;minder mooi;negative;GEN-EVAL;334
de;in eine Problembezirk;negative;GEN-EVAL;335
de;leer;negative;GEN-EVAL;336
en;empty;negative;GEN-EVAL;336
it;vuotare;negative;GEN-EVAL;336
nl;leeg;negative;GEN-EVAL;336
de;mäßig Qualität;negative;GEN-EVAL;337
nl;matige kwaliteit;negative;GEN-EVAL;337
de;nicht ausreichend;negative;GEN-EVAL;338
it;non è sufficiente;negative;GEN-EVAL;338
de;nicht ganz neu;negative;GEN-EVAL;339
de;nicht ganz so charmant;negative;GEN-EVAL;340
de;nicht gut;negative;GEN-EVAL;341
en;not good;negative;GEN-EVAL;341
es;no es bueno;negative;GEN-EVAL;341
de;nicht in Ordnung;negative;GEN-EVAL;342
en;out of order;negative;GEN-EVAL;342
de;nicht perfekt;negative;GEN-EVAL;343
it;non perfetto;negative;GEN-EVAL;343
de;schlecht;negative;GEN-EVAL;344
en;bad;negative;GEN-EVAL;344
en;poor;negative;GEN-EVAL;344
es;malo;negative;GEN-EVAL;344
es;pobre;negative;GEN-EVAL;344
nl;slecht;negative;GEN-EVAL;344
de;so etwas schwierig;negative;GEN-EVAL;345
de;stickig;negative;GEN-EVAL;346
nl;benauwd;negative;GEN-EVAL;346
de;unbequem;negative;GEN-EVAL;347
en;uncomfortable;negative;GEN-EVAL;347
es;incómoda;negative;GEN-EVAL;347
it;scomoda;negative;GEN-EVAL;347
it;scomodo;negative;GEN-EVAL;347
de;unpersönlich;negative;GEN-EVAL;348
en;impersonal;negative;GEN-EVAL;348
de;ekelig;strongnegative;GEN-EVAL;349
nl;walgelijk;strongnegative;GEN-EVAL;349
de;katastrophal;strongnegative;GEN-EVAL;350
es;desastroso;negative;GEN-EVAL;350
es;desastrosas;strongnegative;GEN-EVAL;350
de;keinesfalls zu empfehlen;strongnegative;GEN-EVAL;351
de;mehr als schlecht;strongnegative;GEN-EVAL;352
de;nicht akzeptabel;strongnegative;GEN-EVAL;353
en;unacceptable;strongnegative;GEN-EVAL;353
de;nie wieder;strongnegative;GEN-EVAL;354
en;never again;strongnegative;GEN-EVAL;354
it;mai piu';negative;GEN-EVAL;354
it;mai piu;strongnegative;GEN-EVAL;354
nl;nooit meer;negative;GEN-EVAL;354
nl;dit nooit meer;strongnegative;GEN-EVAL;354
de;sehr schlecht;strongnegative;GEN-EVAL;355
en;very bad;strongnegative;GEN-EVAL;355
en;very poor;strongnegative;GEN-EVAL;355
it;pessimo;strongnegative;GEN-EVAL;355
de;viel zu klein;strongnegative;GEN-EVAL;356
nl;veel te klein;strongnegative;GEN-EVAL;356
nl;veel te kleine;strongnegative;GEN-EVAL;356
de;zu wenige;strongnegative;GEN-EVAL;357
it;inadeguato;negative;GEN-EVAL;357
it;insufficiente;negative;GEN-EVAL;357
nl;onvoldoende;negative;GEN-EVAL;357
nl;te weinig;negative;GEN-EVAL;357
en;boring;negative;GEN-EVAL;358
nl;vervelend;negative;GEN-EVAL;358
en;brocken;negative;GEN-EVAL;359
en;could have been better;negative;GEN-EVAL;360
en;could have been bigger;negative;GEN-EVAL;361
en;don 't recommend;negative;GEN-EVAL;362
it;non lo consiglio;negative;GEN-EVAL;362
nl;niet aan te raden;negative;GEN-EVAL;362
en;not big;negative;GEN-EVAL;363
en;not great;negative;GEN-EVAL;363
it;non ottimo;negative;GEN-EVAL;363
nl;niet groot;negative;GEN-EVAL;363
en;not enough;negative;GEN-EVAL;364
en;not pleasant;negative;GEN-EVAL;365
nl;niet prettig;negative;GEN-EVAL;365
nl;niet aangenaam;strongnegative;GEN-EVAL;365
en;not powerful enough;negative;GEN-EVAL;366
en;should pay more attention;negative;GEN-EVAL;367
en;will not go back;negative;GEN-EVAL;368
en;never come back;strongnegative;GEN-EVAL;368
en;never again !;strongnegative;GEN-EVAL;368
en;will not recommend;negative;GEN-EVAL;369
en;would not recommend;negative;GEN-EVAL;369
en;wouldn 't recommend;negative;GEN-EVAL;369
en;awful;strongnegative;GEN-EVAL;370
en;horrible;strongnegative;GEN-EVAL;370
en;terrible;strongnegative;GEN-EVAL;370
es;horrible;strongnegative;GEN-EVAL;370
it;orribile;strongnegative;GEN-EVAL;370
it;terribile;strongnegative;GEN-EVAL;370
nl;verschrikkelijk;strongnegative;GEN-EVAL;370
en;claustrophobic;strongnegative;GEN-EVAL;371
nl;claustrofobisch;strongnegative;GEN-EVAL;371
en;crappy;strongnegative;GEN-EVAL;372
es;cutres;negative;GEN-EVAL;372
es;incomodas;negative;GEN-EVAL;372
en;really bad;strongnegative;GEN-EVAL;373
es;muy mal;strongnegative;GEN-EVAL;373
en;very deficient;strongnegative;GEN-EVAL;374
en;very deteriorate;strongnegative;GEN-EVAL;375
en;very limited;strongnegative;GEN-EVAL;376
fr;limit;negative;GEN-EVAL;376
nl;zeer beperkt;negative;GEN-EVAL;376
nl;erg beperkt;strongnegative;GEN-EVAL;376
es;bastante básica;negative;GEN-EVAL;377
es;bastante mala;negative;GEN-EVAL;378
es;bastante simple;negative;GEN-EVAL;379
es;bordes;negative;GEN-EVAL;380
es;caótico;negative;GEN-EVAL;381
es;carece;negative;GEN-EVAL;382
es;cobraban;negative;GEN-EVAL;383
es;con apenas;negative;GEN-EVAL;384
es;contrasta bastante;negative;GEN-EVAL;385
es;de lo peor;negative;GEN-EVAL;386
es;de no volver;negative;GEN-EVAL;387
es;debiera mejorar un poco;negative;GEN-EVAL;388
es;demasiado sencillo;negative;GEN-EVAL;389
es;el gran problema;negative;GEN-EVAL;390
es;el único inconveniente;negative;GEN-EVAL;391
es;en el último piso;negative;GEN-EVAL;392
es;es bastante básica;negative;GEN-EVAL;393
es;funciona mal;negative;GEN-EVAL;394
es;funcionaba un poco regular;negative;GEN-EVAL;395
es;grasiento;negative;GEN-EVAL;396
es;hicimos;negative;GEN-EVAL;397
es;la peor;negative;GEN-EVAL;398
es;la única pega;negative;GEN-EVAL;399
es;laberíntico;negative;GEN-EVAL;400
es;llegan;negative;GEN-EVAL;401
es;lo peor;negative;GEN-EVAL;402
es;lo único a mejorar;negative;GEN-EVAL;403
es;maleducado;negative;GEN-EVAL;404
es;más bien pequeño;negative;GEN-EVAL;405
es;más feas;negative;GEN-EVAL;406
es;mini;negative;GEN-EVAL;407
nl;mini;negative;GEN-EVAL;407
es;mis expectativas eran mayores;negative;GEN-EVAL;408
es;muy simple;negative;GEN-EVAL;409
es;necesita mejorar mucho;negative;GEN-EVAL;410
es;necesita un poco;negative;GEN-EVAL;411
es;necesita una reforma urgente;negative;GEN-EVAL;412
es;único inconveniente;negative;GEN-EVAL;413
es;caótica;strongnegative;GEN-EVAL;414
es;lamentable;strongnegative;GEN-EVAL;415
fr;lamentable;negative;GEN-EVAL;415
es;muy dificiles;strongnegative;GEN-EVAL;416
fr;très difficile;strongnegative;GEN-EVAL;416
es;muy molesto;strongnegative;GEN-EVAL;417
es;patetico;strongnegative;GEN-EVAL;418
nl;zielig;negative;GEN-EVAL;418
es;vomitivo;strongnegative;GEN-EVAL;419
fr;ne conseiller pas;negative;GEN-EVAL;420
fr;particulièrement désagréable;negative;GEN-EVAL;422
fr;pas top;negative;GEN-EVAL;423
fr;pas vraiment;negative;GEN-EVAL;424
fr;pénible;negative;GEN-EVAL;425
fr;plutôt mauvais;negative;GEN-EVAL;426
fr;pouvoir être améliorer;negative;GEN-EVAL;427
fr;pseudo;negative;GEN-EVAL;428
fr;répétitive;negative;GEN-EVAL;429
fr;retournerais pas;negative;GEN-EVAL;430
it;certamente non ripeterei;negative;GEN-EVAL;430
fr;très désagréable;negative;GEN-EVAL;431
fr;très moyen;negative;GEN-EVAL;432
fr;entasser rien pour plaire;strongnegative;GEN-EVAL;433
fr;glacial;strongnegative;GEN-EVAL;434
fr;gros problème;strongnegative;GEN-EVAL;435
fr;mal de dos horrible;strongnegative;GEN-EVAL;436
fr;même plutôt désagréable;strongnegative;GEN-EVAL;437
fr;miteuse;strongnegative;GEN-EVAL;438
fr;ne pas aller;strongnegative;GEN-EVAL;439
fr;non entretenir;strongnegative;GEN-EVAL;440
fr;pas toujours agréable;strongnegative;GEN-EVAL;441
fr;plutôt très sale;strongnegative;GEN-EVAL;442
fr;rien de bon;strongnegative;GEN-EVAL;443
fr;très mal entretenir;strongnegative;GEN-EVAL;444
fr;très très inconfortable;strongnegative;GEN-EVAL;445
it;molto scomodo;strongnegative;GEN-EVAL;445
fr;trés trés tasser;strongnegative;GEN-EVAL;446
fr;trop long;strongnegative;GEN-EVAL;447
fr;trop petit;strongnegative;GEN-EVAL;448
fr;un gros moins;strongnegative;GEN-EVAL;449
fr;un vrai arnaque;strongnegative;GEN-EVAL;450
fr;vraiment à éviter;strongnegative;GEN-EVAL;451
fr;vraiment trop petit;strongnegative;GEN-EVAL;452
it;abbastanza lontano;negative;GEN-EVAL;453
it;acqua che uscire dal;negative;GEN-EVAL;454
it;anche se troppo affollare;negative;GEN-EVAL;455
it;da migliorare;negative;GEN-EVAL;456
it;ma non eccezionale;negative;GEN-EVAL;457
it;non è dei migliori;negative;GEN-EVAL;458
it;non è grandissimo;negative;GEN-EVAL;459
it;non è molto comodo;negative;GEN-EVAL;460
it;scandaloso;strongnegative;GEN-EVAL;461
nl;schandalig;strongnegative;GEN-EVAL;461
it;sconsigliabile assolutamente;strongnegative;GEN-EVAL;462
it;sconsigliatissimo;strongnegative;GEN-EVAL;462
it;sconsiglio assolutamente;strongnegative;GEN-EVAL;462
nl;behoorlijke tegenvaller;negative;GEN-EVAL;463
nl;een paar minpuntjes;negative;GEN-EVAL;464
nl;enige nadeel;negative;GEN-EVAL;465
nl;enige probleem;negative;GEN-EVAL;466
nl;geen 3 sterren waard;negative;GEN-EVAL;467
nl;geen 3 sterren waardig;negative;GEN-EVAL;467
nl;geen drie sterren waard;negative;GEN-EVAL;467
nl;heel groot nadeel;negative;GEN-EVAL;468
nl;heel vreemd;negative;GEN-EVAL;469
nl;helaas wat minder;negative;GEN-EVAL;470
nl;herhaaldelijke keren geklaagd;negative;GEN-EVAL;471
nl;kan veel beter;negative;GEN-EVAL;472
nl;niet mooi;negative;GEN-EVAL;473
nl;stelde niet veel voor;negative;GEN-EVAL;474
nl;stelt weinig voor;negative;GEN-EVAL;475
nl;was een stuk minder;negative;GEN-EVAL;476
nl;wat een tegenvaller;negative;GEN-EVAL;477
nl;weinig of geen;negative;GEN-EVAL;478
nl;weinig tot geen;negative;GEN-EVAL;478
nl;absoluut geen aanrader;strongnegative;GEN-EVAL;479
nl;boek nooit;strongnegative;GEN-EVAL;480
nl;een dikke tegenvaller;strongnegative;GEN-EVAL;481
nl;een fikse tegenvaller;strongnegative;GEN-EVAL;481
nl;een hele nare ervaring;strongnegative;GEN-EVAL;482
nl;voor ons nooit meer;strongnegative;GEN-EVAL;483
nl;vreselijk slechte;strongnegative;GEN-EVAL;484
nl;vreselijk;strongnegative;GEN-EVAL;485
nl;waanzin;strongnegative;GEN-EVAL;486
nl;was erg slecht;strongnegative;GEN-EVAL;487
nl;zeer karig;strongnegative;GEN-EVAL;488
nl;zo verwaarloosd;strongnegative;GEN-EVAL;489
de;extra;negative;GEN-EVAL;490
en;extra;negative;GEN-EVAL;490
nl;extra;negative;GEN-EVAL;490
de;absolut in Ordnung;positive;GEN-EVAL;491
en;absolutely alright;strongpositive;GEN-EVAL;491
de;absolut zufrieden;positive;GEN-EVAL;492
de;abwechslungsreich;positive;GEN-EVAL;493
de;vielfältig;positive;GEN-EVAL;493
es;variada;positive;GEN-EVAL;493
es;variado;positive;GEN-EVAL;493
it;variare;positive;GEN-EVAL;493
it;variegata;positive;GEN-EVAL;493
it;vario;positive;GEN-EVAL;493
nl;gevarieerd;positive;GEN-EVAL;493
de;alle empfehlen;positive;GEN-EVAL;494
de;alle vorhanden;positive;GEN-EVAL;495
de;auf jede Fall wiederkommen;positive;GEN-EVAL;496
de;ausreichend;positive;GEN-EVAL;497
en;adequate;positive;GEN-EVAL;497
es;adecuado;positive;GEN-EVAL;497
es;suficiente;positive;GEN-EVAL;497
it;sufficiente;negative;GEN-EVAL;497
de;äußerst zu empfehlen;positive;GEN-EVAL;498
de;bedingungslos empfehlenswert;positive;GEN-EVAL;499
de;beliebt;positive;GEN-EVAL;500
it;rinomato;positive;GEN-EVAL;500
de;bequem;positive;GEN-EVAL;501
en;convenient;positive;GEN-EVAL;501
de;besonders erwähnenswert;positive;GEN-EVAL;502
de;einfach nur super !;positive;GEN-EVAL;503
de;einfach nur toll;positive;GEN-EVAL;504
de;einfach traumhaft;positive;GEN-EVAL;505
de;einmal und nie wieder;positive;GEN-EVAL;506
de;elegant;positive;GEN-EVAL;507
de;stylisches;positive;GEN-EVAL;507
en;stylish;positive;GEN-EVAL;507
de;empfehlen;positive;GEN-EVAL;508
en;recommend;positive;GEN-EVAL;508
fr;recommander;positive;GEN-EVAL;508
de;empfehlenswert familiengeführtes;positive;GEN-EVAL;509
de;fröhlich;positive;GEN-EVAL;510
es;alegre;positive;GEN-EVAL;510
de;für jede etwas dabei;positive;GEN-EVAL;511
de;für Städtereise empfehlenswert;positive;GEN-EVAL;512
de;gediegen;positive;GEN-EVAL;513
it;solido;positive;GEN-EVAL;513
de;gepflegt;positive;GEN-EVAL;514
es;bien cuidado;positive;GEN-EVAL;514
it;ben tenere;positive;GEN-EVAL;514
nl;goed onderhouden;positive;GEN-EVAL;514
de;gerne wieder;positive;GEN-EVAL;515
de;gut;positive;GEN-EVAL;516
de;in Ordnung;positive;GEN-EVAL;516
de;ok;positive;GEN-EVAL;516
de;toll;positive;GEN-EVAL;516
de;ausgezeichnet;strongpositive;GEN-EVAL;516
en;alright;positive;GEN-EVAL;516
en;better;positive;GEN-EVAL;516
en;decent;positive;GEN-EVAL;516
en;good;positive;GEN-EVAL;516
en;great;positive;GEN-EVAL;516
en;ok;positive;GEN-EVAL;516
en;okay;positive;GEN-EVAL;516
en;excellent;strongpositive;GEN-EVAL;516
es;bueno;positive;GEN-EVAL;516
es;gran;positive;GEN-EVAL;516
es;mejor;positive;GEN-EVAL;516
es;excelente;strongpositive;GEN-EVAL;516
fr;bon;positive;GEN-EVAL;516
fr;excellent;positive;GEN-EVAL;516
fr;grand;positive;GEN-EVAL;516
fr;meilleur;positive;GEN-EVAL;516
fr;mieux;positive;GEN-EVAL;516
it;buon;positive;GEN-EVAL;516
it;buono;positive;GEN-EVAL;516
it;eccellere;positive;GEN-EVAL;516
it;grande;positive;GEN-EVAL;516
it;ottimo;positive;GEN-EVAL;516
it;migliore;strongpositive;GEN-EVAL;516
nl;beter;positive;GEN-EVAL;516
nl;goed;positive;GEN-EVAL;516
nl;groot;positive;GEN-EVAL;516
nl;in orde;positive;GEN-EVAL;516
nl;leuk;positive;GEN-EVAL;516
nl;wel goed;positive;GEN-EVAL;516
nl;uitstekend;strongpositive;GEN-EVAL;516
de;hell;positive;GEN-EVAL;517
en;bright;positive;GEN-EVAL;517
it;luminoso;positive;GEN-EVAL;517
de;immer etwas Gute dabei;positive;GEN-EVAL;518
de;interessant;positive;GEN-EVAL;519
en;interesting;positive;GEN-EVAL;519
es;interesante;positive;GEN-EVAL;519
de;interessant;positive;GEN-EVAL;520
en;interesting;positive;GEN-EVAL;520
es;interesante;positive;GEN-EVAL;520
it;interessante;positive;GEN-EVAL;520
de;jedoch akzeptabel;positive;GEN-EVAL;521
de;jedoch keine Problem;positive;GEN-EVAL;522
de;keine Problem;positive;GEN-EVAL;523
en;no problem;positive;GEN-EVAL;523
es;ningun problema;positive;GEN-EVAL;523
nl;geen probleem;positive;GEN-EVAL;523
de;keinesfalls schlecht;positive;GEN-EVAL;524
en;not bad;positive;GEN-EVAL;524
es;no esta nada mal;positive;GEN-EVAL;524
es;no está mal;positive;GEN-EVAL;524
fr;pas désagréable;positive;GEN-EVAL;524
fr;pas mal;positive;GEN-EVAL;524
fr;plutôt pas mal;positive;GEN-EVAL;524
it;non e male;positive;GEN-EVAL;524
nl;niet slecht;positive;GEN-EVAL;524
de;kommen gerne wieder;positive;GEN-EVAL;525
de;lassen keine Wunsch offen;positive;GEN-EVAL;526
de;lohnen sich;positive;GEN-EVAL;527
de;lustig;positive;GEN-EVAL;528
en;funny;positive;GEN-EVAL;528
de;mehrfach Top Bewertung;positive;GEN-EVAL;529
de;mit viele Extra;positive;GEN-EVAL;530
de;noch mal herzlich Dank;positive;GEN-EVAL;531
de;nur Gute berichten;positive;GEN-EVAL;532
de;optimal;positive;GEN-EVAL;533
nl;optimaal;strongpositive;GEN-EVAL;533
de;perfekt;positive;GEN-EVAL;534
en;perfect;positive;GEN-EVAL;534
en;perfect;strongpositive;GEN-EVAL;534
es;perfecta;strongpositive;GEN-EVAL;534
es;perfectamente;strongpositive;GEN-EVAL;534
es;perfectas;strongpositive;GEN-EVAL;534
es;perfecto;strongpositive;GEN-EVAL;534
it;perfetto;strongpositive;GEN-EVAL;534
nl;perfect;positive;GEN-EVAL;534
nl;een perfecte;strongpositive;GEN-EVAL;534
nl;perfekt;strongpositive;GEN-EVAL;534
de;perfekt;positive;GEN-EVAL;535
en;perfect;strongpositive;GEN-EVAL;535
es;perfecto;strongpositive;GEN-EVAL;535
fr;parfait;strongpositive;GEN-EVAL;535
it;perfetto;strongpositive;GEN-EVAL;535
nl;perfect;positive;GEN-EVAL;535
de;Problemlos;positive;GEN-EVAL;536
en;smooth;positive;GEN-EVAL;536
es;sin problemas;positive;GEN-EVAL;536
de;rundum zufrieden;positive;GEN-EVAL;537
de;schon zu empfehlen;positive;GEN-EVAL;538
de;schon zu empfehlen;positive;GEN-EVAL;539
de;sehr gepflegt;positive;GEN-EVAL;540
de;super pflegen;strongpositive;GEN-EVAL;540
en;very well service;strongpositive;GEN-EVAL;540
es;muy cuidadas;strongpositive;GEN-EVAL;540
fr;très bien entretenir;positive;GEN-EVAL;540
fr;trés bien entretenir;strongpositive;GEN-EVAL;540
it;molto ben curare;positive;GEN-EVAL;540
it;molto ben tenere;positive;GEN-EVAL;540
nl;prima verzorgd;positive;GEN-EVAL;540
nl;heel goed onderhouden;strongpositive;GEN-EVAL;540
nl;zeer goed onderhouden;strongpositive;GEN-EVAL;540
nl;zeer goed verzorgd;strongpositive;GEN-EVAL;540
de;sehr gut geführt Familienhotel;positive;GEN-EVAL;541
de;sehr gut;positive;GEN-EVAL;542
en;very good;positive;GEN-EVAL;542
es;muy buena;positive;GEN-EVAL;542
es;muy bien;strongpositive;GEN-EVAL;542
es;muy bueno;strongpositive;GEN-EVAL;542
fr;très bien;positive;GEN-EVAL;542
fr;très bon;positive;GEN-EVAL;542
de;sehr umfangreich gut;positive;GEN-EVAL;543
de;sicherlich akzeptabel;positive;GEN-EVAL;544
de;sicherlich mal nett einrichten;positive;GEN-EVAL;545
de;Super;positive;GEN-EVAL;546
de;wunderbar;strongpositive;GEN-EVAL;546
en;wonderful;positive;GEN-EVAL;546
en;super;strongpositive;GEN-EVAL;546
en;superb;strongpositive;GEN-EVAL;546
es;maravilloso;strongpositive;GEN-EVAL;546
fr;merveilleux;positive;GEN-EVAL;546
fr;superbe;positive;GEN-EVAL;546
it;meraviglioso;strongpositive;GEN-EVAL;546
nl;prachtig;positive;GEN-EVAL;546
nl;super;strongpositive;GEN-EVAL;546
de;Top;positive;GEN-EVAL;547
nl;top;positive;GEN-EVAL;547
de;überraschung;positive;GEN-EVAL;548
en;surprise;positive;GEN-EVAL;548
es;sorpresa;positive;GEN-EVAL;548
es;sorprendernos;strongpositive;GEN-EVAL;548
nl;verrassing;positive;GEN-EVAL;548
de;unschlagbar;positive;GEN-EVAL;549
es;inmejorables;strongpositive;GEN-EVAL;549
fr;imbattable;strongpositive;GEN-EVAL;549
de;viele Abwechslung;positive;GEN-EVAL;550
de;viele Dank;positive;GEN-EVAL;551
de;völlig in Ordnung;positive;GEN-EVAL;552
de;vollkommen in Ordnung;positive;GEN-EVAL;553
de;war gut;positive;GEN-EVAL;554
it;era buono;positive;GEN-EVAL;554
nl;was goed;positive;GEN-EVAL;554
nl;was wel goed;positive;GEN-EVAL;554
de;war super;positive;GEN-EVAL;555
nl;was geweldig;strongpositive;GEN-EVAL;555
de;wieder buchen;positive;GEN-EVAL;556
de;wirklich toll;positive;GEN-EVAL;557
de;zwar eine klein Problem;positive;GEN-EVAL;558
de;zwar in Ordnung;positive;GEN-EVAL;559
de;zwar kaum genießen;positive;GEN-EVAL;560
de;zwar recht groß;positive;GEN-EVAL;561
de;absolut empfehlenswert;strongpositive;GEN-EVAL;562
es;absolutamente recomendable;strongpositive;GEN-EVAL;562
it;assolutamente raccomandabile;strongpositive;GEN-EVAL;562
nl;absoluut aanbevolen;strongpositive;GEN-EVAL;562
de;besonders erwähneswert;strongpositive;GEN-EVAL;563
de;besonders zu empfehlen;strongpositive;GEN-EVAL;564
de;die absolut Knaller;strongpositive;GEN-EVAL;565
de;echt Klasse;strongpositive;GEN-EVAL;566
de;wirklich toll;strongpositive;GEN-EVAL;566
en;really great;strongpositive;GEN-EVAL;566
en;realy great;strongpositive;GEN-EVAL;566
fr;vraiment super;strongpositive;GEN-EVAL;566
nl;echt geweldig;positive;GEN-EVAL;566
de;eine sehr gut Zustand;strongpositive;GEN-EVAL;567
de;eine soooooooo schön;strongpositive;GEN-EVAL;568
de;einfach nur Klasse;strongpositive;GEN-EVAL;569
de;einfach super;strongpositive;GEN-EVAL;570
de;einfach top;strongpositive;GEN-EVAL;571
de;einige super;strongpositive;GEN-EVAL;572
de;einzig gut;strongpositive;GEN-EVAL;573
de;fantastisch;strongpositive;GEN-EVAL;574
en;fantasic;strongpositive;GEN-EVAL;574
en;fantastic;strongpositive;GEN-EVAL;574
es;fantástico;strongpositive;GEN-EVAL;574
it;fantastico;negative;GEN-EVAL;574
nl;fantastisch;strongpositive;GEN-EVAL;574
de;fehlen nicht;strongpositive;GEN-EVAL;575
de;gern wieder;strongpositive;GEN-EVAL;576
de;gerne jederzeit wieder;strongpositive;GEN-EVAL;577
de;immer ausreichend vorhanden;strongpositive;GEN-EVAL;578
de;imposant;strongpositive;GEN-EVAL;579
de;in ausreichend Menge vorhanden;strongpositive;GEN-EVAL;580
de;in top Zustand;strongpositive;GEN-EVAL;581
de;klasklar;strongpositive;GEN-EVAL;582
en;classic;positive;GEN-EVAL;582
es;clásico;positive;GEN-EVAL;582
nl;klassiek;positive;GEN-EVAL;582
de;mehr als ausreichend;strongpositive;GEN-EVAL;583
es;más que suficiente;positive;GEN-EVAL;583
it;piu' che ampio;positive;GEN-EVAL;583
de;mehr als reichhaltig;strongpositive;GEN-EVAL;584
de;nur weit zu empfehlen;strongpositive;GEN-EVAL;585
de;prompt beheben;strongpositive;GEN-EVAL;586
de;sehr angenehm;strongpositive;GEN-EVAL;587
de;sehr angenehm;strongpositive;GEN-EVAL;588
en;really nice;strongpositive;GEN-EVAL;588
en;very nice;strongpositive;GEN-EVAL;588
en;very pleasant;strongpositive;GEN-EVAL;588
es;muy agradable;strongpositive;GEN-EVAL;588
fr;vraiment sympa;strongpositive;GEN-EVAL;588
it;davvero bello;positive;GEN-EVAL;588
it;molto bello;positive;GEN-EVAL;588
it;molto piacevole;strongpositive;GEN-EVAL;588
de;sehr attraktiv;strongpositive;GEN-EVAL;589
de;sehr empfehlenswert;strongpositive;GEN-EVAL;590
en;highly recommendable;strongpositive;GEN-EVAL;590
en;very recommendable;strongpositive;GEN-EVAL;590
de;sehr empfehlenswert;strongpositive;GEN-EVAL;591
en;very recommendable;strongpositive;GEN-EVAL;591
de;sehr zu empfehlen;strongpositive;GEN-EVAL;592
en;highly recommend;strongpositive;GEN-EVAL;592
de;sehr zufrieden;strongpositive;GEN-EVAL;593
en;very satisfied;strongpositive;GEN-EVAL;593
es;muy satisfecha;strongpositive;GEN-EVAL;593
es;muy satisfechos;strongpositive;GEN-EVAL;593
fr;très satisfait;positive;GEN-EVAL;593
fr;trés satisfait;strongpositive;GEN-EVAL;593
it;molto soddisfatto;positive;GEN-EVAL;593
nl;bijzonder tevreden;strongpositive;GEN-EVAL;593
nl;heel tevreden;strongpositive;GEN-EVAL;593
nl;zeer tevreden;strongpositive;GEN-EVAL;593
de;sehr zufrieden;strongpositive;GEN-EVAL;594
en;very satisfied;strongpositive;GEN-EVAL;594
fr;très satisfait;positive;GEN-EVAL;594
nl;zeer tevreden;strongpositive;GEN-EVAL;594
de;Spitzenhotel;strongpositive;GEN-EVAL;595
es;primera;positive;GEN-EVAL;595
de;superbequemen;strongpositive;GEN-EVAL;596
de;supermodern;strongpositive;GEN-EVAL;597
de;total begeistert;strongpositive;GEN-EVAL;598
de;total leck;strongpositive;GEN-EVAL;599
de;überall sehr freundlich;strongpositive;GEN-EVAL;600
de;unbedingt empfehlenswert;strongpositive;GEN-EVAL;601
de;unbedingt weiterempfehlen;strongpositive;GEN-EVAL;602
de;unbedingt zu empfehlen sein;strongpositive;GEN-EVAL;603
nl;zeker aan te raden;positive;GEN-EVAL;603
de;unbeschreiblich gut;strongpositive;GEN-EVAL;604
de;werden bestimmt mal wiederkommen;strongpositive;GEN-EVAL;605
de;werden definitiv wiederkommen;strongpositive;GEN-EVAL;606
de;werden erneut buchen;strongpositive;GEN-EVAL;607
de;werden jederzeit wieder kommen;strongpositive;GEN-EVAL;608
de;wirklich empfehlentswert;strongpositive;GEN-EVAL;609
de;wirklich Klasse !;strongpositive;GEN-EVAL;610
en;above average;positive;GEN-EVAL;611
en;above average;positive;GEN-EVAL;612
en;appreciate;positive;GEN-EVAL;613
it;apprezzare;positive;GEN-EVAL;613
en;continue go there;positive;GEN-EVAL;614
en;efficient;positive;GEN-EVAL;615
es;eficiente;positive;GEN-EVAL;615
fr;efficace;positive;GEN-EVAL;615
it;efficiente;positive;GEN-EVAL;615
en;feel very welcome;positive;GEN-EVAL;616
en;feels like come home;positive;GEN-EVAL;617
en;fine;positive;GEN-EVAL;618
nl;fijn;positive;GEN-EVAL;618
en;glad;positive;GEN-EVAL;619
en;good quality;positive;GEN-EVAL;620
es;buena calidad;positive;GEN-EVAL;620
